CNPJ,Valor_corrigido,Anomalia,k
24451025000170,211.37,Skipped - Less than 20 values,Skipped - Less than 20 values
25406228000107,66.39,Skipped - Less than 20 values,Skipped - Less than 20 values
28712604000180,142.99,Skipped - Less than 20 values,Skipped - Less than 20 values
62201405000145,100.95,Skipped - Less than 20 values,Skipped - Less than 20 values
74270224000150,285.97,Skipped - Less than 20 values,Skipped - Less than 20 values
05813004000102,310.84,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964011053,96.41,Skipped - Less than 20 values,Skipped - Less than 20 values
44581056000152,490.36,Skipped - Less than 20 values,Skipped - Less than 20 values
37069853000190,322.77,Skipped - Less than 20 values,Skipped - Less than 20 values
02776768000187,16.16,Skipped - Less than 20 values,Skipped - Less than 20 values
03282496000121,203.78,Skipped - Less than 20 values,Skipped - Less than 20 values
03959758000140,205.09,Skipped - Less than 20 values,Skipped - Less than 20 values
04821888000184,64.28,Skipped - Less than 20 values,Skipped - Less than 20 values
08739478000140,97.32,Skipped - Less than 20 values,Skipped - Less than 20 values
09109965000191,102.56,Skipped - Less than 20 values,Skipped - Less than 20 values
10768578000146,82.06,Skipped - Less than 20 values,Skipped - Less than 20 values
11757610000150,51.47,Skipped - Less than 20 values,Skipped - Less than 20 values
15809600000172,449.01,Skipped - Less than 20 values,Skipped - Less than 20 values
17021505000135,67.76,Skipped - Less than 20 values,Skipped - Less than 20 values
25684455000102,296.1,Skipped - Less than 20 values,Skipped - Less than 20 values
55238836000110,238.85,Skipped - Less than 20 values,Skipped - Less than 20 values
57081960000140,284.94,Skipped - Less than 20 values,Skipped - Less than 20 values
60675113000119,78.08,Skipped - Less than 20 values,Skipped - Less than 20 values
67072157000101,222.52,Skipped - Less than 20 values,Skipped - Less than 20 values
02964879000117,46.87,Skipped - Less than 20 values,Skipped - Less than 20 values
04750757000153,26.73,Skipped - Less than 20 values,Skipped - Less than 20 values
05472760000115,412.79,Skipped - Less than 20 values,Skipped - Less than 20 values
11763966000105,221.07,Skipped - Less than 20 values,Skipped - Less than 20 values
14868986000120,137.51,Skipped - Less than 20 values,Skipped - Less than 20 values
18332181000119,308.23,Skipped - Less than 20 values,Skipped - Less than 20 values
19516759000150,23.62,Skipped - Less than 20 values,Skipped - Less than 20 values
20991610000101,160.39,Skipped - Less than 20 values,Skipped - Less than 20 values
24307461000170,68.14,Skipped - Less than 20 values,Skipped - Less than 20 values
25256184000186,130.55,Skipped - Less than 20 values,Skipped - Less than 20 values
26546957000121,227.53,Skipped - Less than 20 values,Skipped - Less than 20 values
27519417000111,207.73,Skipped - Less than 20 values,Skipped - Less than 20 values
49313422000106,24.87,Skipped - Less than 20 values,Skipped - Less than 20 values
49542608000137,53.46,Skipped - Less than 20 values,Skipped - Less than 20 values
56805351000124,75.22,Skipped - Less than 20 values,Skipped - Less than 20 values
00472525000120,115.63,Skipped - Less than 20 values,Skipped - Less than 20 values
01939964000162,96.98,Skipped - Less than 20 values,Skipped - Less than 20 values
03101224000188,149.2,Skipped - Less than 20 values,Skipped - Less than 20 values
04972650000150,107.3,Skipped - Less than 20 values,Skipped - Less than 20 values
05864114000101,552.05,Skipped - Less than 20 values,Skipped - Less than 20 values
06152015000747,146.32,Skipped - Less than 20 values,Skipped - Less than 20 values
08921540000110,31.16,Skipped - Less than 20 values,Skipped - Less than 20 values
10978917000119,62.17,Skipped - Less than 20 values,Skipped - Less than 20 values
13187220000118,148.67,Skipped - Less than 20 values,Skipped - Less than 20 values
22902287000188,34.57,Skipped - Less than 20 values,Skipped - Less than 20 values
23199237000149,9.93,Skipped - Less than 20 values,Skipped - Less than 20 values
26277559000157,378.29,Skipped - Less than 20 values,Skipped - Less than 20 values
26841563000104,172.74,Skipped - Less than 20 values,Skipped - Less than 20 values
31487473007100,52.77,Skipped - Less than 20 values,Skipped - Less than 20 values
54439138000110,118.12,Skipped - Less than 20 values,Skipped - Less than 20 values
54502364000107,37.3,Skipped - Less than 20 values,Skipped - Less than 20 values
57687386000330,223.8,Skipped - Less than 20 values,Skipped - Less than 20 values
68989136000100,115.38,Skipped - Less than 20 values,Skipped - Less than 20 values
54360623000102,104.63,Skipped - Less than 20 values,Skipped - Less than 20 values
58133323000133,4291.94,Skipped - Less than 20 values,Skipped - Less than 20 values
00313647000173,37.11,Skipped - Less than 20 values,Skipped - Less than 20 values
00342702000153,2836.74,Skipped - Less than 20 values,Skipped - Less than 20 values
01838711000100,140.5,Skipped - Less than 20 values,Skipped - Less than 20 values
02575829000148,2836.74,Skipped - Less than 20 values,Skipped - Less than 20 values
08796076000268,1138.53,Skipped - Less than 20 values,Skipped - Less than 20 values
14448384000114,142.74,Skipped - Less than 20 values,Skipped - Less than 20 values
18153162000630,77.96,Skipped - Less than 20 values,Skipped - Less than 20 values
22811019000150,186.5,Skipped - Less than 20 values,Skipped - Less than 20 values
23982682000180,74.46,Skipped - Less than 20 values,Skipped - Less than 20 values
29765422000130,87.0,Skipped - Less than 20 values,Skipped - Less than 20 values
52101599000153,129.59,Skipped - Less than 20 values,Skipped - Less than 20 values
74251513000101,587.28,Skipped - Less than 20 values,Skipped - Less than 20 values
75315333016455,63.86,Skipped - Less than 20 values,Skipped - Less than 20 values
14081238000101,43.08,Skipped - Less than 20 values,Skipped - Less than 20 values
15375049000104,65.77,Skipped - Less than 20 values,Skipped - Less than 20 values
21534356000185,66.89,Skipped - Less than 20 values,Skipped - Less than 20 values
22384067000100,196.45,Skipped - Less than 20 values,Skipped - Less than 20 values
22419460000191,324.51,Skipped - Less than 20 values,Skipped - Less than 20 values
22516146000208,210.75,Skipped - Less than 20 values,Skipped - Less than 20 values
29008320000170,225.05,Skipped - Less than 20 values,Skipped - Less than 20 values
07396881000150,61.47,Skipped - Less than 20 values,Skipped - Less than 20 values
10730765000130,94.37,Skipped - Less than 20 values,Skipped - Less than 20 values
18332181000119,30.92,Skipped - Less than 20 values,Skipped - Less than 20 values
03324521000192,122.93,Skipped - Less than 20 values,Skipped - Less than 20 values
07105626000101,67.18,Skipped - Less than 20 values,Skipped - Less than 20 values
07823652000175,260.79,Skipped - Less than 20 values,Skipped - Less than 20 values
08236800000118,150.0,Skipped - Less than 20 values,Skipped - Less than 20 values
09138241000176,128.64,Skipped - Less than 20 values,Skipped - Less than 20 values
23441290000104,80.73,Skipped - Less than 20 values,Skipped - Less than 20 values
26512704000137,71.28,Skipped - Less than 20 values,Skipped - Less than 20 values
52961166000410,194.95,Skipped - Less than 20 values,Skipped - Less than 20 values
62168679000180,43.46,Skipped - Less than 20 values,Skipped - Less than 20 values
05402186000129,140.44,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964010405,42.34,Skipped - Less than 20 values,Skipped - Less than 20 values
09967852020314,168.19,Skipped - Less than 20 values,Skipped - Less than 20 values
11376304000174,49.67,Skipped - Less than 20 values,Skipped - Less than 20 values
17363692000135,46.64,Skipped - Less than 20 values,Skipped - Less than 20 values
19684817000154,58.24,Skipped - Less than 20 values,Skipped - Less than 20 values
20534557000110,37.13,Skipped - Less than 20 values,Skipped - Less than 20 values
47058052000182,40.7,Skipped - Less than 20 values,Skipped - Less than 20 values
71451926000575,21.37,Skipped - Less than 20 values,Skipped - Less than 20 values
80732928003891,232.43,Skipped - Less than 20 values,Skipped - Less than 20 values
07984267012469,107.41,Skipped - Less than 20 values,Skipped - Less than 20 values
30579345000102,25.95,Skipped - Less than 20 values,Skipped - Less than 20 values
10636091000100,1614.25,Skipped - Less than 20 values,Skipped - Less than 20 values
17489433000155,15.36,Skipped - Less than 20 values,Skipped - Less than 20 values
18332181000119,29.68,Skipped - Less than 20 values,Skipped - Less than 20 values
19726550000110,26.05,Skipped - Less than 20 values,Skipped - Less than 20 values
00660993000128,234.69,Skipped - Less than 20 values,Skipped - Less than 20 values
09650470000175,67.13,Skipped - Less than 20 values,Skipped - Less than 20 values
18103511000102,22.35,Skipped - Less than 20 values,Skipped - Less than 20 values
20843649000181,62.09,Skipped - Less than 20 values,Skipped - Less than 20 values
22064247000104,90.65,Skipped - Less than 20 values,Skipped - Less than 20 values
31005821000144,164.9,Skipped - Less than 20 values,Skipped - Less than 20 values
72624877000164,208.61,Skipped - Less than 20 values,Skipped - Less than 20 values
12457670000110,543.88,Skipped - Less than 20 values,Skipped - Less than 20 values
23670288000107,84.44,Skipped - Less than 20 values,Skipped - Less than 20 values
47449012000161,44.08,Skipped - Less than 20 values,Skipped - Less than 20 values
52771516000133,45.63,Skipped - Less than 20 values,Skipped - Less than 20 values
17895646000187,87.88,Skipped - Less than 20 values,Skipped - Less than 20 values
08931394000103,30.98,Skipped - Less than 20 values,Skipped - Less than 20 values
21248725000173,39.49,Skipped - Less than 20 values,Skipped - Less than 20 values
74251513000292,376.25,Skipped - Less than 20 values,Skipped - Less than 20 values
71619860000156,128.51,Skipped - Less than 20 values,Skipped - Less than 20 values
05096699000159,39.74,Skipped - Less than 20 values,Skipped - Less than 20 values
60537263093156,37.25,Skipped - Less than 20 values,Skipped - Less than 20 values
86862208019669,17.38,Skipped - Less than 20 values,Skipped - Less than 20 values
25109587000100,78.23,Skipped - Less than 20 values,Skipped - Less than 20 values
51961100000115,20.86,Skipped - Less than 20 values,Skipped - Less than 20 values
53924205000120,234.07,Skipped - Less than 20 values,Skipped - Less than 20 values
67565887000136,9438.23,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964011720,203.23,Skipped - Less than 20 values,Skipped - Less than 20 values
61563557001873,81.06,Skipped - Less than 20 values,Skipped - Less than 20 values
04916014000100,48.92,Skipped - Less than 20 values,Skipped - Less than 20 values
53924205000120,78.85,Skipped - Less than 20 values,Skipped - Less than 20 values
01961485000142,57.01,Skipped - Less than 20 values,Skipped - Less than 20 values
02203830000141,90.15,Skipped - Less than 20 values,Skipped - Less than 20 values
02266042000102,43.49,Skipped - Less than 20 values,Skipped - Less than 20 values
04485347000122,86.92,Skipped - Less than 20 values,Skipped - Less than 20 values
05371068000109,125.66,Skipped - Less than 20 values,Skipped - Less than 20 values
13574594068408,38.12,Skipped - Less than 20 values,Skipped - Less than 20 values
19138868000180,558.04,Skipped - Less than 20 values,Skipped - Less than 20 values
27526001000120,37.13,Skipped - Less than 20 values,Skipped - Less than 20 values
31613221000169,67.05,Skipped - Less than 20 values,Skipped - Less than 20 values
42591651173919,29.06,Skipped - Less than 20 values,Skipped - Less than 20 values
57426561000174,411.01,Skipped - Less than 20 values,Skipped - Less than 20 values
60872280000150,146.29,Skipped - Less than 20 values,Skipped - Less than 20 values
60909215000151,61.16,Skipped - Less than 20 values,Skipped - Less than 20 values
61282612000109,48.12,Skipped - Less than 20 values,Skipped - Less than 20 values
01510202000146,27.32,Skipped - Less than 20 values,Skipped - Less than 20 values
04750643000294,55.98,Skipped - Less than 20 values,Skipped - Less than 20 values
05485858000107,120.45,Skipped - Less than 20 values,Skipped - Less than 20 values
08322801000185,53.75,Skipped - Less than 20 values,Skipped - Less than 20 values
17261661010136,114.61,Skipped - Less than 20 values,Skipped - Less than 20 values
22095589000191,76.99,Skipped - Less than 20 values,Skipped - Less than 20 values
29505408000105,33.28,Skipped - Less than 20 values,Skipped - Less than 20 values
53558821000104,61.13,Skipped - Less than 20 values,Skipped - Less than 20 values
72629140000134,211.09,Skipped - Less than 20 values,Skipped - Less than 20 values
00031708000100,93.13,Skipped - Less than 20 values,Skipped - Less than 20 values
01945694000100,99.21,Skipped - Less than 20 values,Skipped - Less than 20 values
07424109000103,48.43,Skipped - Less than 20 values,Skipped - Less than 20 values
12602857000160,2204.6,Skipped - Less than 20 values,Skipped - Less than 20 values
12623662000105,44.7,Skipped - Less than 20 values,Skipped - Less than 20 values
26368650000188,180.72,Skipped - Less than 20 values,Skipped - Less than 20 values
26418749000147,495.82,Skipped - Less than 20 values,Skipped - Less than 20 values
33469172001644,85.94,Skipped - Less than 20 values,Skipped - Less than 20 values
00334127000147,20.49,Skipped - Less than 20 values,Skipped - Less than 20 values
03563689000231,3353.05,Skipped - Less than 20 values,Skipped - Less than 20 values
06698999000170,35.39,Skipped - Less than 20 values,Skipped - Less than 20 values
08796076000268,805.76,Skipped - Less than 20 values,Skipped - Less than 20 values
08931394000103,199.03,Skipped - Less than 20 values,Skipped - Less than 20 values
10300304000128,33.65,Skipped - Less than 20 values,Skipped - Less than 20 values
13574594025695,24.71,Skipped - Less than 20 values,Skipped - Less than 20 values
17058384000104,31.04,Skipped - Less than 20 values,Skipped - Less than 20 values
19871130000128,201.76,Skipped - Less than 20 values,Skipped - Less than 20 values
25246176000159,28.6,Skipped - Less than 20 values,Skipped - Less than 20 values
26289555000199,34.77,Skipped - Less than 20 values,Skipped - Less than 20 values
28463774000178,27.81,Skipped - Less than 20 values,Skipped - Less than 20 values
30017736000133,49.83,Skipped - Less than 20 values,Skipped - Less than 20 values
31421722000143,37.75,Skipped - Less than 20 values,Skipped - Less than 20 values
42591651036849,40.23,Skipped - Less than 20 values,Skipped - Less than 20 values
42591651171975,37.0,Skipped - Less than 20 values,Skipped - Less than 20 values
50011352000110,37.36,Skipped - Less than 20 values,Skipped - Less than 20 values
53081345000183,16.06,Skipped - Less than 20 values,Skipped - Less than 20 values
64834658000181,20.71,Skipped - Less than 20 values,Skipped - Less than 20 values
66768995000810,48.43,Skipped - Less than 20 values,Skipped - Less than 20 values
72629140000134,873.44,Skipped - Less than 20 values,Skipped - Less than 20 values
08164715000604,19.87,Skipped - Less than 20 values,Skipped - Less than 20 values
65883480000121,44.59,Skipped - Less than 20 values,Skipped - Less than 20 values
18332181000119,166.27,Skipped - Less than 20 values,Skipped - Less than 20 values
53948238000290,72.32,Skipped - Less than 20 values,Skipped - Less than 20 values
02909557000175,40.36,Skipped - Less than 20 values,Skipped - Less than 20 values
07379962000142,66.18,Skipped - Less than 20 values,Skipped - Less than 20 values
20877766000166,60.51,Skipped - Less than 20 values,Skipped - Less than 20 values
30579345000102,43.34,Skipped - Less than 20 values,Skipped - Less than 20 values
47084108000173,132.87,Skipped - Less than 20 values,Skipped - Less than 20 values
50780519000108,71.4,Skipped - Less than 20 values,Skipped - Less than 20 values
00374372837,45.94,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964007455,45.7,Skipped - Less than 20 values,Skipped - Less than 20 values
11720273000127,58.36,Skipped - Less than 20 values,Skipped - Less than 20 values
23449630000143,16.14,Skipped - Less than 20 values,Skipped - Less than 20 values
73261398000193,254.56,Skipped - Less than 20 values,Skipped - Less than 20 values
60896248000457,113.87,Skipped - Less than 20 values,Skipped - Less than 20 values
61084018005849,111.74,Skipped - Less than 20 values,Skipped - Less than 20 values
07396532000139,172.58,Skipped - Less than 20 values,Skipped - Less than 20 values
10262600000181,90.37,Skipped - Less than 20 values,Skipped - Less than 20 values
10330593000108,43.58,Skipped - Less than 20 values,Skipped - Less than 20 values
10879876000103,905.71,Skipped - Less than 20 values,Skipped - Less than 20 values
11415167000130,68.67,Skipped - Less than 20 values,Skipped - Less than 20 values
23995213000104,153.11,Skipped - Less than 20 values,Skipped - Less than 20 values
24768053000115,608.45,Skipped - Less than 20 values,Skipped - Less than 20 values
25534877000193,15.46,Skipped - Less than 20 values,Skipped - Less than 20 values
48798870000184,369.33,Skipped - Less than 20 values,Skipped - Less than 20 values
49542608000137,298.64,Skipped - Less than 20 values,Skipped - Less than 20 values
55966311000100,47.81,Skipped - Less than 20 values,Skipped - Less than 20 values
64115165000191,177.57,Skipped - Less than 20 values,Skipped - Less than 20 values
04907334000102,55.01,Skipped - Less than 20 values,Skipped - Less than 20 values
28187024000110,161.09,Skipped - Less than 20 values,Skipped - Less than 20 values
58180811000100,263.25,Skipped - Less than 20 values,Skipped - Less than 20 values
59556449000183,884.11,Skipped - Less than 20 values,Skipped - Less than 20 values
06107016000184,96.61,Skipped - Less than 20 values,Skipped - Less than 20 values
13574594002997,18.63,Skipped - Less than 20 values,Skipped - Less than 20 values
27539986000129,52.81,Skipped - Less than 20 values,Skipped - Less than 20 values
44812220000195,245.86,Skipped - Less than 20 values,Skipped - Less than 20 values
51274355000100,93.32,Skipped - Less than 20 values,Skipped - Less than 20 values
60739885000177,137.83,Skipped - Less than 20 values,Skipped - Less than 20 values
60909215000151,121.69,Skipped - Less than 20 values,Skipped - Less than 20 values
02266042000102,57.33,Skipped - Less than 20 values,Skipped - Less than 20 values
07383247000183,65.18,Skipped - Less than 20 values,Skipped - Less than 20 values
18615040000103,42.84,Skipped - Less than 20 values,Skipped - Less than 20 values
61192795002387,217.06,Skipped - Less than 20 values,Skipped - Less than 20 values
00124587000140,155.22,Skipped - Less than 20 values,Skipped - Less than 20 values
00257172000145,141.56,Skipped - Less than 20 values,Skipped - Less than 20 values
20705433000150,128.18,Skipped - Less than 20 values,Skipped - Less than 20 values
17460740000103,264.49,Skipped - Less than 20 values,Skipped - Less than 20 values
44581056000152,125.42,Skipped - Less than 20 values,Skipped - Less than 20 values
02502923000177,75.37,Skipped - Less than 20 values,Skipped - Less than 20 values
03282496000121,288.7,Skipped - Less than 20 values,Skipped - Less than 20 values
04907334000102,137.71,Skipped - Less than 20 values,Skipped - Less than 20 values
09069575000135,261.51,Skipped - Less than 20 values,Skipped - Less than 20 values
09386281000218,112.79,Skipped - Less than 20 values,Skipped - Less than 20 values
11757610000150,37.87,Skipped - Less than 20 values,Skipped - Less than 20 values
12527512000190,38.43,Skipped - Less than 20 values,Skipped - Less than 20 values
13261637000183,62.09,Skipped - Less than 20 values,Skipped - Less than 20 values
13390942000175,39.4,Skipped - Less than 20 values,Skipped - Less than 20 values
13879464000161,53.2,Skipped - Less than 20 values,Skipped - Less than 20 values
18265505000143,74.26,Skipped - Less than 20 values,Skipped - Less than 20 values
19090006000125,180.34,Skipped - Less than 20 values,Skipped - Less than 20 values
26511689000102,83.18,Skipped - Less than 20 values,Skipped - Less than 20 values
28169817000107,258.28,Skipped - Less than 20 values,Skipped - Less than 20 values
29170557000152,0.0,Skipped - Less than 20 values,Skipped - Less than 20 values
44570455000118,28.06,Skipped - Less than 20 values,Skipped - Less than 20 values
45171923000225,871.7,Skipped - Less than 20 values,Skipped - Less than 20 values
49561228000140,37.25,Skipped - Less than 20 values,Skipped - Less than 20 values
52769916000104,39.74,Skipped - Less than 20 values,Skipped - Less than 20 values
53876066000106,382.58,Skipped - Less than 20 values,Skipped - Less than 20 values
54100227000138,97.65,Skipped - Less than 20 values,Skipped - Less than 20 values
57081960000140,71.09,Skipped - Less than 20 values,Skipped - Less than 20 values
62653274000137,486.16,Skipped - Less than 20 values,Skipped - Less than 20 values
00190208000110,39.8,Skipped - Less than 20 values,Skipped - Less than 20 values
01220484000147,813.34,Skipped - Less than 20 values,Skipped - Less than 20 values
02199143000108,46.07,Skipped - Less than 20 values,Skipped - Less than 20 values
05519843000112,110.02,Skipped - Less than 20 values,Skipped - Less than 20 values
05959161000120,117.96,Skipped - Less than 20 values,Skipped - Less than 20 values
06042339000137,117.96,Skipped - Less than 20 values,Skipped - Less than 20 values
06889776000190,31.04,Skipped - Less than 20 values,Skipped - Less than 20 values
09017224000180,101.81,Skipped - Less than 20 values,Skipped - Less than 20 values
10603724000183,6.8,Skipped - Less than 20 values,Skipped - Less than 20 values
13081094000112,54.04,Skipped - Less than 20 values,Skipped - Less than 20 values
14921583000106,237.3,Skipped - Less than 20 values,Skipped - Less than 20 values
15645091000190,119.21,Skipped - Less than 20 values,Skipped - Less than 20 values
18332181000119,225.13,Skipped - Less than 20 values,Skipped - Less than 20 values
18664325000134,109.52,Skipped - Less than 20 values,Skipped - Less than 20 values
20991610000101,251.45,Skipped - Less than 20 values,Skipped - Less than 20 values
26418456000160,124.17,Skipped - Less than 20 values,Skipped - Less than 20 values
26643633000101,227.16,Skipped - Less than 20 values,Skipped - Less than 20 values
27183674000125,143.42,Skipped - Less than 20 values,Skipped - Less than 20 values
46938429000125,763.67,Skipped - Less than 20 values,Skipped - Less than 20 values
49313422000106,60.84,Skipped - Less than 20 values,Skipped - Less than 20 values
00472525000120,190.15,Skipped - Less than 20 values,Skipped - Less than 20 values
00744065000141,62.15,Skipped - Less than 20 values,Skipped - Less than 20 values
02795824000120,63.33,Skipped - Less than 20 values,Skipped - Less than 20 values
04972650000150,214.32,Skipped - Less than 20 values,Skipped - Less than 20 values
05113599000193,110.87,Skipped - Less than 20 values,Skipped - Less than 20 values
08450353000103,61.9,Skipped - Less than 20 values,Skipped - Less than 20 values
09117723000140,43.45,Skipped - Less than 20 values,Skipped - Less than 20 values
09521504000121,25.95,Skipped - Less than 20 values,Skipped - Less than 20 values
10978917000119,372.52,Skipped - Less than 20 values,Skipped - Less than 20 values
13187416000102,88.93,Skipped - Less than 20 values,Skipped - Less than 20 values
15230525000190,147.77,Skipped - Less than 20 values,Skipped - Less than 20 values
15661561000109,43.75,Skipped - Less than 20 values,Skipped - Less than 20 values
18588882000113,129.82,Skipped - Less than 20 values,Skipped - Less than 20 values
22902287000188,42.72,Skipped - Less than 20 values,Skipped - Less than 20 values
26309578000118,70.16,Skipped - Less than 20 values,Skipped - Less than 20 values
32995787000165,111.63,Skipped - Less than 20 values,Skipped - Less than 20 values
47058052000182,22.1,Skipped - Less than 20 values,Skipped - Less than 20 values
62630843000129,62.09,Skipped - Less than 20 values,Skipped - Less than 20 values
68060342000130,298.02,Skipped - Less than 20 values,Skipped - Less than 20 values
19916590000125,1110.41,Skipped - Less than 20 values,Skipped - Less than 20 values
58133323000133,4286.37,Skipped - Less than 20 values,Skipped - Less than 20 values
50144559000163,89.4,Skipped - Less than 20 values,Skipped - Less than 20 values
00951198000199,302.98,Skipped - Less than 20 values,Skipped - Less than 20 values
01838711000100,139.07,Skipped - Less than 20 values,Skipped - Less than 20 values
04772991000181,223.51,Skipped - Less than 20 values,Skipped - Less than 20 values
08981212000109,84.19,Skipped - Less than 20 values,Skipped - Less than 20 values
10943200000131,402.32,Skipped - Less than 20 values,Skipped - Less than 20 values
14448384000114,100.58,Skipped - Less than 20 values,Skipped - Less than 20 values
26972300000126,44.85,Skipped - Less than 20 values,Skipped - Less than 20 values
27159499000130,83.2,Skipped - Less than 20 values,Skipped - Less than 20 values
74251513000101,110.85,Skipped - Less than 20 values,Skipped - Less than 20 values
01091831000189,28.27,Skipped - Less than 20 values,Skipped - Less than 20 values
01231318000146,22.56,Skipped - Less than 20 values,Skipped - Less than 20 values
07683946000149,29.18,Skipped - Less than 20 values,Skipped - Less than 20 values
16828079000264,13.39,Skipped - Less than 20 values,Skipped - Less than 20 values
18270440000396,66.93,Skipped - Less than 20 values,Skipped - Less than 20 values
21534356000185,142.43,Skipped - Less than 20 values,Skipped - Less than 20 values
23604244000189,306.96,Skipped - Less than 20 values,Skipped - Less than 20 values
67385757000111,67.55,Skipped - Less than 20 values,Skipped - Less than 20 values
10760260000119,2307.89,Skipped - Less than 20 values,Skipped - Less than 20 values
12834848000103,55.5,Skipped - Less than 20 values,Skipped - Less than 20 values
18837145000107,197.91,Skipped - Less than 20 values,Skipped - Less than 20 values
53426961000129,67.05,Skipped - Less than 20 values,Skipped - Less than 20 values
74641085000123,97.32,Skipped - Less than 20 values,Skipped - Less than 20 values
00728525000148,34.84,Skipped - Less than 20 values,Skipped - Less than 20 values
17363692000135,38.43,Skipped - Less than 20 values,Skipped - Less than 20 values
66842998000180,62.08,Skipped - Less than 20 values,Skipped - Less than 20 values
12500769000158,132.48,Skipped - Less than 20 values,Skipped - Less than 20 values
16796751000104,68.16,Skipped - Less than 20 values,Skipped - Less than 20 values
30120714000102,220.88,Skipped - Less than 20 values,Skipped - Less than 20 values
50986462000106,166.38,Skipped - Less than 20 values,Skipped - Less than 20 values
62971056000140,91.8,Skipped - Less than 20 values,Skipped - Less than 20 values
06350950000475,49.66,Skipped - Less than 20 values,Skipped - Less than 20 values
30579345000102,29.43,Skipped - Less than 20 values,Skipped - Less than 20 values
07984267006140,68.6,Skipped - Less than 20 values,Skipped - Less than 20 values
11783278000107,54.36,Skipped - Less than 20 values,Skipped - Less than 20 values
54045596000175,151.5,Skipped - Less than 20 values,Skipped - Less than 20 values
04408749000123,98.46,Skipped - Less than 20 values,Skipped - Less than 20 values
06949388000158,39.91,Skipped - Less than 20 values,Skipped - Less than 20 values
09650470000175,74.5,Skipped - Less than 20 values,Skipped - Less than 20 values
26328100000135,84.06,Skipped - Less than 20 values,Skipped - Less than 20 values
45543915004845,9.66,Skipped - Less than 20 values,Skipped - Less than 20 values
00472525000120,105.79,Skipped - Less than 20 values,Skipped - Less than 20 values
08301098000129,322.82,Skipped - Less than 20 values,Skipped - Less than 20 values
71619860000156,400.3,Skipped - Less than 20 values,Skipped - Less than 20 values
74606054000131,182.52,Skipped - Less than 20 values,Skipped - Less than 20 values
11757766000999,43.46,Skipped - Less than 20 values,Skipped - Less than 20 values
05103511000152,124.16,Skipped - Less than 20 values,Skipped - Less than 20 values
25109587000100,59.6,Skipped - Less than 20 values,Skipped - Less than 20 values
29381199000127,186.24,Skipped - Less than 20 values,Skipped - Less than 20 values
51961100000115,18.5,Skipped - Less than 20 values,Skipped - Less than 20 values
10470440000166,57.73,Skipped - Less than 20 values,Skipped - Less than 20 values
21475690000105,60.22,Skipped - Less than 20 values,Skipped - Less than 20 values
32834275000117,16.14,Skipped - Less than 20 values,Skipped - Less than 20 values
61213575000187,183.47,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964011720,57.73,Skipped - Less than 20 values,Skipped - Less than 20 values
13056167000116,818.47,Skipped - Less than 20 values,Skipped - Less than 20 values
27056835000110,496.64,Skipped - Less than 20 values,Skipped - Less than 20 values
27214132000172,47.03,Skipped - Less than 20 values,Skipped - Less than 20 values
46014122000138,60.98,Skipped - Less than 20 values,Skipped - Less than 20 values
16624611000140,169.49,Skipped - Less than 20 values,Skipped - Less than 20 values
61084018004796,198.65,Skipped - Less than 20 values,Skipped - Less than 20 values
01937526003423,21.11,Skipped - Less than 20 values,Skipped - Less than 20 values
05371068000109,41.66,Skipped - Less than 20 values,Skipped - Less than 20 values
07022473000139,144.54,Skipped - Less than 20 values,Skipped - Less than 20 values
12916408000278,24.71,Skipped - Less than 20 values,Skipped - Less than 20 values
13722330000132,46.32,Skipped - Less than 20 values,Skipped - Less than 20 values
31525773000115,27.32,Skipped - Less than 20 values,Skipped - Less than 20 values
58180811000100,47.8,Skipped - Less than 20 values,Skipped - Less than 20 values
61282612000109,82.07,Skipped - Less than 20 values,Skipped - Less than 20 values
02029167000100,101.69,Skipped - Less than 20 values,Skipped - Less than 20 values
05485858000107,126.64,Skipped - Less than 20 values,Skipped - Less than 20 values
11082874000313,175.77,Skipped - Less than 20 values,Skipped - Less than 20 values
13342560000176,70.34,Skipped - Less than 20 values,Skipped - Less than 20 values
28960484000130,137.45,Skipped - Less than 20 values,Skipped - Less than 20 values
52872777000140,25.92,Skipped - Less than 20 values,Skipped - Less than 20 values
68877687000181,270.63,Skipped - Less than 20 values,Skipped - Less than 20 values
07774889000103,47.8,Skipped - Less than 20 values,Skipped - Less than 20 values
08940252000102,33.28,Skipped - Less than 20 values,Skipped - Less than 20 values
09060964011134,21.11,Skipped - Less than 20 values,Skipped - Less than 20 values
11350529000151,27.32,Skipped - Less than 20 values,Skipped - Less than 20 values
19871130000128,106.99,Skipped - Less than 20 values,Skipped - Less than 20 values
48296263000116,29.8,Skipped - Less than 20 values,Skipped - Less than 20 values
04088208000165,0.0,Skipped - Less than 20 values,Skipped - Less than 20 values
16746063000121,79.08,Skipped - Less than 20 values,Skipped - Less than 20 values
18332187000196,174.51,Skipped - Less than 20 values,Skipped - Less than 20 values
16750828000105,187.48,Skipped - Less than 20 values,Skipped - Less than 20 values
10527727000185,124.93,Skipped - Less than 20 values,Skipped - Less than 20 values
30579345000102,71.96,Skipped - Less than 20 values,Skipped - Less than 20 values
06357730408,58.48,Skipped - Less than 20 values,Skipped - Less than 20 values
