Data,CNPJ,Valor,Valor_corrigido
2017-06-01,02530487000220,16.0,21.44
2017-06-01,02710362000100,68.9,92.31
2017-06-01,03300974004923,51.67,69.23
2017-06-01,03830063000163,182.58,244.61
2017-06-01,09447557000140,22.75,30.48
2017-06-01,10636091000100,129.9,174.04
2017-06-01,17357301000170,367.12,491.85
2017-06-01,17497913000168,63.76,85.42
2017-06-01,26635515000151,22.03,29.51
2017-06-01,61084018000103,194.86,261.07
2017-06-01,,11.3,15.14
2017-06-01,13287189000197,129.69,173.75
2017-06-01,19019787000161,58.0,77.71
2017-06-01,59513655000106,51.7,69.27
2017-06-01,75156265000930,80.5,107.85
2017-06-01,75156265001740,87.35,117.03
2017-06-01,,38.0,50.91
2017-06-01,07807726000180,32.0,42.87
2017-06-01,18341268000152,234.99,314.83
2017-06-01,25225977000138,101.2,135.58
2017-06-01,66728858000185,158.0,211.68
2017-06-01,08801746000106,54.2,72.62
2017-06-01,17705974000173,168.0,225.08
2017-06-01,47079637000189,80.0,107.18
2017-06-01,02065707000101,334.0,447.48
2017-06-01,07732866000306,68.83,92.22
2017-06-01,09551679000181,1090.0,1460.34
2017-06-01,22341872000156,17.9,23.98
2017-06-01,03300974004923,108.89,145.89
2017-06-01,07061343000105,104.7,140.27
2017-06-01,07823652000175,124.0,166.13
2017-06-01,14282227000181,236.9,317.39
2017-06-01,17261661000254,118.87,159.26
2017-06-01,17261661001307,95.95,128.55
2017-06-01,17872515000699,107.0,143.35
2017-06-01,20535338000155,46.4,62.16
2017-06-01,43219146000135,76.4,102.36
2017-06-01,60496585000104,565.67,757.86
2017-06-01,03471411000153,540.0,723.47
2017-06-01,17357309000136,175.1,234.59
2017-06-01,33937681000178,1310.8,1756.16
2017-06-01,03300974004923,34.32,45.98
2017-06-01,24604174000121,26.65,35.7
2017-06-01,47563697000172,202.0,270.63
2017-06-01,47882485000158,279.75,374.8
2017-06-01,63021794000190,188.0,251.88
2017-06-01,02012862000160,2027.39,2716.22
2017-06-01,59965038000141,239.24,320.52
2017-06-01,01912390000139,216.56,290.14
2017-06-01,33469172001644,60.4,80.92
2017-06-01,45790227000116,251.1,336.41
2017-06-01,13678658000107,420.0,562.7
2017-06-01,49886047000193,561.0,751.61
2017-06-01,71615611000192,567.0,759.64
2017-06-01,14335331000197,3868.57,5182.96
2017-06-01,45007937000127,273.3,366.16
2017-06-01,,147.7,197.88
2017-06-01,44508430000194,38.05,50.98
2017-06-01,53234514000178,83.85,112.34
2017-06-01,61563557000125,38.8,51.98
2017-06-01,03071465000121,800.0,1071.81
2017-06-01,04117553000180,377.0,505.09
2017-06-01,04171905000185,106.7,142.95
2017-06-01,55121503000107,169.4,226.96
2017-06-01,56007859000187,522.18,699.6
2017-06-01,58699232000160,62.68,83.98
2017-06-01,61084018000103,122.61,164.27
2017-06-01,04117553000180,244.0,326.9
2017-06-01,04919534000177,14.3,19.16
2017-06-01,06912499000190,84.0,112.54
2017-06-01,10159045000167,199.0,266.61
2017-06-01,03300974004923,24.63,33.0
2017-06-01,08236800000118,21.8,29.21
2017-06-01,08290134000104,209.37,280.51
2017-06-01,09340641000160,68.07,91.2
2017-06-01,11384785000160,96.9,129.82
2017-06-01,17487726000101,99.3,133.04
2017-06-01,19712962000100,29.9,40.06
2017-06-01,45732187000156,531.0,711.41
2017-06-01,50780519000108,41.0,54.93
2017-06-01,,68.44,91.69
2017-06-01,19212922000190,1117.5,1497.18
2017-06-01,72908353002220,59.5,79.72
2017-06-01,01912390000139,119.9,160.64
2017-06-01,03300974004923,51.55,69.06
2017-06-01,04922186000197,53.8,72.08
2017-06-01,08957613000123,21.0,28.13
2017-06-01,23095495000185,39.0,52.25
2017-06-01,26635515000151,23.14,31.0
2017-06-01,43386903000165,80.32,107.61
2017-06-01,60909215000313,99.3,133.04
2017-06-01,03027974000157,70.0,93.78
2017-06-01,03757533000100,141.0,188.91
2017-06-01,06131195000195,148.0,198.28
2017-06-01,06263718000157,115.0,154.07
2017-06-01,07725657000165,45.6,61.09
2017-06-01,08342606000117,140.0,187.57
2017-06-01,09447557000140,48.57,65.07
2017-06-01,09456714000183,15.7,21.03
2017-06-01,11327322000166,15.0,20.1
2017-06-01,13475995000199,74.0,99.14
2017-06-01,25244139000101,37.3,49.97
2017-06-01,27052352000147,52.0,69.67
2017-06-01,43963933000197,447.8,599.95
2017-06-01,49613839000194,23.0,30.81
2017-06-01,51483956000122,51.5,69.0
2017-06-01,56927163000179,74.35,99.61
2017-06-01,61084018000103,294.6,394.69
2017-06-01,66150210000174,45.4,60.83
2017-06-01,72800139000120,478.44,641.0
2017-06-01,72908353001924,36.4,48.77
2017-06-01,02012862000160,768.8,1030.01
2017-06-01,03300974004923,72.81,97.55
2017-06-01,06065979000162,52.8,70.74
2017-06-01,19103663000160,26.0,34.83
2017-06-01,54867247000139,47.98,64.28
2017-06-01,73152423000109,155.29,208.05
2017-06-01,18734138000180,45.8,61.36
2017-06-01,05324131000148,466.2,624.6
2017-06-01,09438123000183,36.89,49.42
2017-06-01,01819950000105,64.0,85.74
2017-06-01,10525910000141,69.0,92.44
2017-06-01,13232868000169,116.27,155.77
2017-06-01,23423753000105,149.0,199.62
2017-06-01,45007937000127,657.6,881.03
2017-06-01,50661040000152,54.3,72.75
2017-06-01,61359691000109,55.2,73.95
2017-06-01,06087424000111,109.0,146.03
2017-06-01,43963933000197,735.92,985.96
2017-06-01,44581056000152,621.59,832.78
2017-06-01,,394.5,528.54
2017-06-01,01809535000170,39.0,52.25
2017-06-01,03829098000182,75.0,100.48
2017-06-01,42591651085548,41.4,55.47
2017-06-01,47508411000237,14.16,18.97
2017-06-01,,212.0,284.03
2017-06-01,03300974004923,74.31,99.56
2017-06-01,09447557000140,23.0,30.81
2017-06-01,09456550000194,188.21,252.16
2017-06-01,09456704000148,37.31,49.99
2017-06-01,49292618000161,57.18,76.61
2017-06-01,59597849000137,101.2,135.58
2017-06-01,03959758000140,212.53,284.74
2017-06-01,04448297000103,267.74,358.71
2017-06-01,06073234000145,41.12,55.09
2017-06-01,07436556000174,43.4,58.15
2017-06-01,08165676000147,53.24,71.33
2017-06-01,08199677000102,16.9,22.64
2017-06-01,09532541000135,193.05,258.64
2017-06-01,10308558000192,39.4,52.79
2017-06-01,12916408001240,37.5,50.24
2017-06-01,13462853000197,61.68,82.64
2017-06-01,20059428000117,50.89,68.18
2017-06-01,21602451000250,142.93,191.49
2017-06-01,21866861000127,210.65,282.22
2017-06-01,23455800000100,97.2,130.22
2017-06-01,23532598000165,23.8,31.89
2017-06-01,23699452000109,119.41,159.98
2017-06-01,43307545000158,122.5,164.12
2017-06-01,47508411080087,9.49,12.71
2017-06-01,47882485000158,102.1,136.79
2017-06-01,49561228000140,30.59,40.98
2017-06-01,57081960000140,58.3,78.11
2017-06-01,59597849000137,201.74,270.28
2017-06-01,61980272000190,33.48,44.86
2017-06-01,62203427000144,38.2,51.18
2017-06-01,64770167000629,40.5,54.26
2017-06-01,66182460000196,175.56,235.21
2017-06-01,72908353001924,30.5,40.86
2017-06-01,72908353002068,100.37,134.47
2017-06-01,74290891000102,53.34,71.46
2017-06-01,44993632000179,848.7,1137.06
2017-06-01,45007937000127,138.35,185.36
2017-06-01,,241.0,322.88
2017-06-01,00472525000120,132.0,176.85
2017-06-01,00744065000141,47.55,63.71
2017-06-01,02771922000128,69.9,93.65
2017-06-01,03300974004923,58.15,77.91
2017-06-01,03524671000140,90.0,120.58
2017-06-01,05137602000109,135.5,181.54
2017-06-01,06199570000139,45.97,61.59
2017-06-01,07725657000165,32.3,43.27
2017-06-01,09399877000171,409.5,548.63
2017-06-01,09456704000148,29.4,39.39
2017-06-01,11719824000132,29.89,40.05
2017-06-01,13144250000147,49.99,66.97
2017-06-01,13914904000174,51.7,69.27
2017-06-01,17754161000173,60.0,80.39
2017-06-01,19851820000115,23.33,31.26
2017-06-01,26309578000118,38.5,51.58
2017-06-01,47079637000189,150.0,200.96
2017-06-01,53361572000162,52.0,69.67
2017-06-01,61084018000103,209.43,280.59
2017-06-01,61359691000109,14.4,19.29
2017-06-01,62384078000104,116.0,155.41
2017-06-01,68038637000100,289.9,388.4
2017-06-01,74272808000164,57.18,76.61
2017-06-01,45007937000127,148.4,198.82
2017-06-01,61084018000103,50.3,67.39
2017-06-01,02012862000160,3411.71,4570.88
2017-06-01,01061991000266,298.0,399.25
2017-06-01,01156266000190,90.0,120.58
2017-06-01,02372204000189,141.0,188.91
2017-06-01,03300974004923,145.54,194.99
2017-06-01,02530487000220,90.3,120.98
2017-06-01,03300974004923,174.15,233.32
2017-06-01,07361559000196,15.45,20.7
2017-06-01,09438123000183,33.5,44.88
2017-06-01,09456714000183,23.6,31.62
2017-06-01,26635515000151,29.04,38.91
2017-06-01,61084018000103,188.92,253.11
2017-06-01,,58.0,77.71
2017-08-01,03300974004923,61.14,81.56
2017-08-01,06263718000157,321.0,428.22
2017-08-01,09456550000194,37.37,49.85
2017-08-01,17069186000138,35.8,47.76
2017-08-01,80732928002496,309.92,413.44
2017-08-01,10940972000110,350.0,466.91
2017-08-01,00175135000198,540.0,720.37
2017-08-01,12398531000163,86.58,115.5
2017-08-01,22773852000154,133.0,177.42
2017-08-01,59965038000141,224.24,299.14
2017-08-01,62971056000140,260.29,347.23
2017-08-01,00187297000146,99.33,132.51
2017-08-01,01047793000167,33.0,44.02
2017-08-01,02012862000160,3075.57,4102.87
2017-08-01,09141671000228,50.6,67.5
2017-08-01,17261661000769,60.25,80.37
2017-08-01,17357301000170,682.24,910.12
2017-08-01,20630173000109,153.0,204.1
2017-08-01,23511101000122,532.47,710.33
2017-08-01,54481247000104,119.05,158.82
2017-08-01,67594044000168,523.6,698.49
2017-08-01,02575829000148,891.8,1189.68
2017-08-01,09296295000160,1055.7,1408.32
2017-08-01,43963933000197,269.55,359.58
2017-08-01,03534271000204,308.0,410.88
2017-08-01,05423382000180,394.53,526.31
2017-08-01,07201070000157,210.07,280.24
2017-08-01,09438111000159,222.0,296.15
2017-08-01,20630173000109,498.54,665.06
2017-08-01,69349710000128,673.0,897.8
2017-08-01,10364566000156,7.7,10.27
2017-08-01,13462853000197,19.5,26.01
2017-08-01,16838539000154,16.1,21.48
2017-08-01,45899671000174,109.0,145.41
2017-08-01,49363195000123,124.8,166.49
2017-08-01,72908353003544,22.9,30.55
2017-08-01,10500458000163,19.0,25.35
2017-08-01,11384785000160,51.35,68.5
2017-08-01,11630775000167,23.67,31.58
2017-08-01,13287765000104,75.0,100.05
2017-08-01,24357826000170,56.1,74.84
2017-08-01,44993632000179,115.79,154.47
2017-08-01,47587126000178,138.0,184.09
2017-08-01,59363903000180,57.0,76.04
2017-08-01,68264381000150,80.0,106.72
2017-08-01,02012862000160,2752.52,3671.92
2017-08-01,17895646000187,20.31,27.09
2017-08-01,45007937000127,91.6,122.2
2017-08-01,03300974004923,37.18,49.6
2017-08-01,13232868000169,199.0,265.47
2017-08-01,72908353001924,40.9,54.56
2017-08-01,,80.0,106.72
2017-08-01,00782782000168,43.5,58.03
2017-08-01,01521352000155,74.25,99.05
2017-08-01,06276203000191,103.6,138.2
2017-08-01,13034570000144,134.97,180.05
2017-08-01,59597849000137,250.03,333.54
2017-08-01,61557922000199,200.0,266.8
2017-08-01,69342699000174,137.0,182.76
2017-08-01,02648788000172,152.83,203.88
2017-08-01,07241055000132,400.0,533.61
2017-08-01,07575651000159,581.22,775.36
2017-08-01,09072065000117,104.94,139.99
2017-08-01,09535195000149,55.6,74.17
2017-08-01,22234266000131,147.55,196.83
2017-08-01,23827860000107,289.2,385.8
2017-08-01,24768053000115,440.0,586.97
2017-08-01,47445317000103,111.66,148.96
2017-08-01,52830759000103,23.7,31.62
2017-08-01,54867247000139,59.12,78.87
2017-08-01,67443986000145,131.28,175.13
2017-08-01,02012862000160,602.49,803.73
2017-08-01,,180.0,240.12
2017-08-01,00632180000124,756.0,1008.52
2017-08-01,02170739000177,1748.0,2331.87
2017-08-01,05831026000103,172.45,230.05
2017-08-01,08816342000196,260.0,346.85
2017-08-01,13274615000158,2040.0,2721.4
2017-08-01,13665065000106,129.97,173.38
2017-08-01,19051248000100,45.97,61.32
2017-08-01,26896239000185,918.28,1225.0
2017-08-01,27642481000195,71.08,94.82
2017-08-01,44993632000179,133.91,178.64
2017-08-01,58699232000160,24.79,33.07
2017-08-01,72908353004354,66.6,88.85
2017-08-01,03300974004923,274.61,366.34
2017-08-01,03830063000163,365.16,487.13
2017-08-01,22182081000120,60.87,81.2
2017-08-01,,39.0,52.03
2017-08-01,09250970000110,38.57,51.45
2017-08-01,65883480000121,95.04,126.79
2017-08-01,75156265000930,249.52,332.86
2017-08-01,09535195000149,86.3,115.13
2017-08-01,09536662000155,85.45,113.99
2017-08-01,59556449000183,314.0,418.88
2017-08-01,61084018000103,49.9,66.57
2017-08-01,72908353000367,49.3,65.77
2017-08-01,47079637000189,90.0,120.06
2017-08-01,55859813000123,61.0,81.38
2017-08-01,65684037000121,43.0,57.36
2017-08-01,66728858000185,66.5,88.71
2017-08-01,01403224000107,17.89,23.87
2017-08-01,07474725000160,26.87,35.85
2017-08-01,07732866000306,128.09,170.87
2017-08-01,09551679000181,600.0,800.41
2017-08-01,16102676000126,22.99,30.67
2017-08-01,01179612000156,32.23,43.0
2017-08-01,01961485000142,114.17,152.31
2017-08-01,03300974004923,25.51,34.03
2017-08-01,04341874000163,32.85,43.82
2017-08-01,05371068000109,63.8,85.11
2017-08-01,11384785000160,48.67,64.93
2017-08-01,12990020000136,80.5,107.39
2017-08-01,13232868000169,334.15,445.76
2017-08-01,20902778000101,300.0,400.21
2017-08-01,52889391000140,405.0,540.28
2017-08-01,60872280000150,148.5,198.1
2017-08-01,60909215000151,127.0,169.42
2017-08-01,62505847001904,246.09,328.29
2017-08-01,64563257000134,48.0,64.03
2017-08-01,66728858000185,150.6,200.9
2017-08-01,72724826000104,35.4,47.22
2017-08-01,00924426000131,15.0,20.01
2017-08-01,01945694000100,74.6,99.52
2017-08-01,03300974004923,149.06,198.85
2017-08-01,07823652000175,135.0,180.09
2017-08-01,07909565000135,9.99,13.33
2017-08-01,09325029000118,180.7,241.06
2017-08-01,13881713000153,32.0,42.69
2017-08-01,15236057000161,73.7,98.32
2017-08-01,17872515000699,85.0,113.39
2017-08-01,20059428000117,90.67,120.96
2017-08-01,23601137000105,32.0,42.69
2017-08-01,24429860000103,150.0,200.1
2017-08-01,26071275000100,140.0,186.76
2017-08-01,43484641000171,129.7,173.02
2017-08-01,59368829000194,282.89,377.38
2017-08-01,60496585000104,270.6,360.99
2017-08-01,64770167000629,26.0,34.68
2017-08-01,65735086000146,72.5,96.72
2017-08-01,72908353002220,84.9,113.26
2017-08-01,33937681000178,1465.19,1954.59
2017-08-01,24604174000121,175.71,234.4
2017-08-01,47882485000158,382.86,510.74
2017-08-01,63021794000190,96.0,128.07
2017-08-01,65684037000121,33.9,45.22
2017-08-01,02012862000160,1468.9,1959.54
2017-08-01,,30.0,40.02
2017-08-01,01912390000139,120.98,161.39
2017-08-01,51456283000111,60.28,80.41
2017-08-01,02012862000160,562.01,749.73
2017-08-01,06164253000187,625.99,835.08
2017-08-01,09109567001902,701.5,935.81
2017-08-01,09296295000160,2034.46,2714.01
2017-08-01,43086701000106,400.0,533.61
2017-08-01,,123.02,164.11
2017-08-01,14335331000197,8000.0,10672.16
2017-08-01,10923656000130,28.0,37.35
2017-08-01,,51.0,68.03
2017-08-01,11832696000139,71.8,95.78
2017-08-01,12764519000125,177.0,236.12
2017-08-01,13232868000169,184.0,245.46
2017-08-01,24869100000117,35.45,47.29
2017-08-01,44508430000194,56.4,75.24
2017-08-01,60909215000151,76.8,102.45
2017-08-01,61563557000125,39.0,52.03
2017-08-01,15703393000177,350.0,466.91
2017-08-01,54867247000139,37.58,50.13
2017-08-01,56007859000187,258.63,345.02
2017-08-01,58699232000160,62.76,83.72
2017-08-01,61084018000103,214.52,286.17
2017-08-01,01594063001239,29.0,38.69
2017-08-01,58565771000106,185.5,247.46
2017-08-01,,119.0,158.75
2017-08-01,61176418000149,234.4,312.69
2017-08-01,01421473000125,119.52,159.44
2017-08-01,03806797000107,93.71,125.01
2017-08-01,05810132000100,324.5,432.89
2017-08-01,06776864000186,45.9,61.23
2017-08-01,11384785000160,90.47,120.69
2017-08-01,17487726000101,251.7,335.77
2017-08-01,27642481000195,144.14,192.29
2017-08-01,65684037000121,33.9,45.22
2017-08-01,,13.7,18.28
2017-08-01,03203925000128,328.0,437.56
2017-08-01,02530487000220,60.1,80.17
2017-08-01,03300974004923,24.68,32.92
2017-08-01,07474483000105,21.86,29.16
2017-08-01,08165676000147,114.6,152.88
2017-08-01,26635515000151,32.38,43.2
2017-08-01,61541405001012,29.35,39.15
2017-08-01,61980272001242,37.48,50.0
2017-08-01,72908353001096,40.2,53.63
2017-08-01,01706466000170,6.7,8.94
2017-08-01,02905110024574,22.6,30.15
2017-08-01,02980702000104,179.04,238.84
2017-08-01,03757533000100,110.0,146.74
2017-08-01,03918434000163,35.7,47.62
2017-08-01,04361939000132,160.0,213.44
2017-08-01,04439293000169,20.0,26.68
2017-08-01,04728600000121,70.0,93.38
2017-08-01,06131195000195,175.0,233.45
2017-08-01,07725657000165,33.2,44.29
2017-08-01,08342606000117,218.7,291.75
2017-08-01,09447557000140,24.0,32.02
2017-08-01,09456550000194,22.84,30.47
2017-08-01,09456704000148,184.31,245.87
2017-08-01,09456714000183,25.55,34.08
2017-08-01,09541072000110,54.66,72.92
2017-08-01,10173791000105,18.0,24.01
2017-08-01,10364566000156,74.19,98.97
2017-08-01,13232868000169,35.0,46.69
2017-08-01,13458475000178,76.0,101.39
2017-08-01,13475995000199,192.0,256.13
2017-08-01,15541789000165,169.0,225.45
2017-08-01,18664325000134,95.6,127.53
2017-08-01,24180735000102,80.0,106.72
2017-08-01,25244139000292,55.7,74.3
2017-08-01,26389359000196,5.5,7.34
2017-08-01,27052352000147,248.3,331.24
2017-08-01,28094642000116,66.3,88.45
2017-08-01,43963933000197,367.45,490.19
2017-08-01,46014122000138,11.59,15.46
2017-08-01,46887139000108,5.0,6.67
2017-08-01,47058052000182,31.5,42.02
2017-08-01,51483956000122,49.54,66.09
2017-08-01,58699232000160,6.49,8.66
2017-08-01,61084018000103,631.69,842.69
2017-08-01,64115165000191,30.0,40.02
2017-08-01,67101576000116,459.0,612.31
2017-08-01,72800139000120,71.9,95.92
2017-08-01,75156265000930,33.1,44.16
2017-08-01,96671581000162,38.4,51.23
2017-08-01,,157.5,210.11
2017-08-01,43107648000174,27.92,37.25
2017-08-01,74556507000162,14.0,18.68
2017-08-01,02575829000148,1017.32,1357.12
2017-08-01,05202077000400,47.0,62.7
2017-08-01,18795242000184,13.5,18.01
2017-08-01,42591651176349,36.4,48.56
2017-08-01,,62.0,82.71
2017-08-01,,43.86,58.51
2017-08-01,,58.58,78.15
2017-08-01,00585773000187,16.77,22.37
2017-08-01,02530487000220,51.1,68.17
2017-08-01,03300974004923,62.5,83.38
2017-08-01,04341874000163,21.4,28.55
2017-08-01,05364818000107,27.4,36.55
2017-08-01,11021731000130,38.5,51.36
2017-08-01,11384785000160,52.93,70.61
2017-08-01,45007937000127,94.15,125.6
2017-08-01,54867247000139,50.9,67.9
2017-08-01,72908353000367,59.2,78.97
2017-08-01,73152423000109,137.9,183.96
2017-08-01,,50.0,66.7
2017-08-01,05324131000148,223.0,297.49
2017-08-01,02230097000154,30.0,40.02
2017-08-01,02496102000175,136.4,181.96
2017-08-01,03300974004923,48.13,64.21
2017-08-01,03934166000173,40.0,53.36
2017-08-01,04345673000134,92.95,124.0
2017-08-01,05354900000150,125.64,167.61
2017-08-01,05881071000164,97.0,129.4
2017-08-01,07200382000146,99.0,132.07
2017-08-01,07201070000157,54.9,73.24
2017-08-01,08980563000103,130.0,173.42
2017-08-01,13232868000169,57.0,76.04
2017-08-01,18423739000171,165.24,220.43
2017-08-01,22331992000172,29.95,39.95
2017-08-01,43599000000162,101.0,134.74
2017-08-01,45007937000127,658.7,878.72
2017-08-01,61211165000105,46.0,61.36
2017-08-01,61359691000109,24.0,32.02
2017-08-01,61519559000117,76.0,101.39
2017-08-01,71879811000152,94.9,126.6
2017-08-01,02012862000160,1075.69,1434.99
2017-08-01,05217384001003,250.0,333.5
2017-08-01,06111036000129,198.0,264.14
2017-08-01,10804356000131,65.0,86.71
2017-08-01,14363420000147,142.5,190.1
2017-08-01,43963933000197,219.9,293.35
2017-08-01,44581056000152,590.26,787.42
2017-08-01,,726.0,968.5
2017-08-01,01809535000170,138.18,184.33
2017-08-01,03829098000182,224.0,298.82
2017-08-01,,266.1,354.98
2017-08-01,03300974004923,116.56,155.49
2017-08-01,09456550000194,107.95,144.01
2017-08-01,09456714000183,26.73,35.66
2017-08-01,59597849000137,101.75,135.74
2017-08-01,02372204000189,153.0,204.1
2017-08-01,02525074000177,128.0,170.75
2017-08-01,02530487000220,15.0,20.01
2017-08-01,03385924000141,388.25,517.93
2017-08-01,03959758000140,210.41,280.69
2017-08-01,04247726000184,30.95,41.29
2017-08-01,08533504000189,93.8,125.13
2017-08-01,10527727000185,51.4,68.57
2017-08-01,12797984000162,51.8,69.1
2017-08-01,13879464000161,31.23,41.66
2017-08-01,15487152000138,63.0,84.04
2017-08-01,18270449000488,65.0,86.71
2017-08-01,18270449000569,41.0,54.69
2017-08-01,19138796000171,277.44,370.11
2017-08-01,21859297000115,159.46,212.72
2017-08-01,23699452000109,29.87,39.85
2017-08-01,26439918000125,26.72,35.65
2017-08-01,47489026000109,15.8,21.08
2017-08-01,47882485000158,18.9,25.21
2017-08-01,56530025000151,80.0,106.72
2017-08-01,60919826000261,60.0,80.04
2017-08-01,61906087000155,45.67,60.92
2017-08-01,71451926000575,11.9,15.87
2017-08-01,72908353000367,49.9,66.57
2017-08-01,73152423000109,186.4,248.66
2017-08-01,44993632000179,567.87,757.55
2017-08-01,45007937000127,139.55,186.16
2017-08-01,,270.0,360.19
2017-08-01,01047867000165,119.58,159.52
2017-08-01,02996661000144,29.4,39.22
2017-08-01,03300974004923,23.89,31.87
2017-08-01,05137602000109,26.0,34.68
2017-08-01,09399877000171,682.5,910.47
2017-08-01,09447557000140,30.25,40.35
2017-08-01,13914904000174,59.39,79.23
2017-08-01,16838084000177,12.0,16.01
2017-08-01,46177044000192,43.89,58.55
2017-08-01,47079637000189,150.0,200.1
2017-08-01,54439138000110,93.61,124.88
2017-08-01,54761424000106,45.0,60.03
2017-08-01,54951561000103,74.0,98.72
2017-08-01,61084018000103,495.8,661.41
2017-08-01,25118077000191,722.8,964.23
2017-08-01,61084018000103,51.1,68.17
2017-08-01,02012862000160,2697.37,3598.34
2017-08-01,04112505000107,167.08,222.89
2017-08-01,04287927000105,375.7,501.19
2017-08-01,19890865000107,142.73,190.4
2017-08-01,61471892000101,98.17,130.96
2017-08-01,66728858000185,91.3,121.8
2017-08-01,03300974004923,68.6,91.51
2017-08-01,02012862000160,1208.19,1611.75
2017-08-01,02530487000220,60.2,80.31
2017-08-01,03300974004923,331.72,442.52
2017-08-01,07361559000196,27.27,36.38
2017-08-01,07866543000135,89.0,118.73
2017-08-01,09438123000183,35.0,46.69
2017-08-01,09456714000183,10.8,14.41
2017-08-01,26635515000151,34.0,45.36
2017-08-01,61084018000103,655.76,874.8
2017-09-01,02530487000220,34.1,45.42
2017-09-01,08910976000103,60.99,81.23
2017-09-01,96329446000133,322.48,429.51
2017-09-01,10940972000110,350.0,466.16
2017-09-01,00319295000163,695.25,926.0
2017-09-01,62971056000140,91.36,121.68
2017-09-01,,77.0,102.56
2017-09-01,,102.1,135.99
2017-09-01,02012862000160,2434.8,3242.89
2017-09-01,02686933000100,36.0,47.95
2017-09-01,06059225000108,61.94,82.5
2017-09-01,08346961000164,38.94,51.86
2017-09-01,08389491000116,193.0,257.05
2017-09-01,17261661007933,59.25,78.91
2017-09-01,26368650000188,142.78,190.17
2017-09-01,54481247000104,29.37,39.12
2017-09-01,48550321000196,204.0,271.71
2017-09-01,43963933000197,89.85,119.67
2017-09-01,57924771000192,131.78,175.52
2017-09-01,64770167000629,9.7,12.92
2017-09-01,04660579000170,38.28,50.98
2017-09-01,09585759000158,22.4,29.83
2017-09-01,10946537000364,226.0,301.01
2017-09-01,11384785000160,55.57,74.01
2017-09-01,44993632000179,115.79,154.22
2017-09-01,47026059000112,80.0,106.55
2017-09-01,53967014000145,320.0,426.2
2017-09-01,02012862000160,2085.52,2777.68
2017-09-01,02512654000120,38.5,51.28
2017-09-01,04919534000177,58.6,78.05
2017-09-01,18149338000175,59.8,79.65
2017-09-01,47058052000182,42.85,57.07
2017-09-01,05160935000159,21.65,28.84
2017-09-01,23425714000228,641.0,853.74
2017-09-01,02020785000190,163.7,218.03
2017-09-01,06335698000182,76.0,101.22
2017-09-01,43386903000165,96.72,128.82
2017-09-01,59597849000137,213.62,284.52
2017-09-01,00014971000190,420.0,559.39
2017-09-01,01937526009030,37.8,50.35
2017-09-01,02012862000160,1823.98,2429.34
2017-09-01,04541584000163,322.0,428.87
2017-09-01,05359782000173,82.0,109.21
2017-09-01,08301098000129,367.0,488.8
2017-09-01,09456704000148,51.36,68.41
2017-09-01,09674715000102,420.0,559.39
2017-09-01,10906036000192,789.5,1051.53
2017-09-01,11027135000167,137.0,182.47
2017-09-01,22555434000190,296.0,394.24
2017-09-01,47058052000182,118.3,157.56
2017-09-01,54867247000139,266.73,355.25
2017-09-01,58166398000110,280.0,372.93
2017-09-01,64115165000191,260.0,346.29
2017-09-01,66964222000132,23.2,30.9
2017-09-01,02836700000146,160.0,213.1
2017-09-01,05975646000108,200.0,266.38
2017-09-01,13245713000167,5.9,7.86
2017-09-01,21009644000110,85.0,113.21
2017-09-01,56927163000330,114.7,152.77
2017-09-01,01107896000175,159.77,212.8
2017-09-01,05536539000183,244.16,325.19
2017-09-01,05896017000192,141.57,188.56
2017-09-01,09060964011134,85.2,113.48
2017-09-01,09447557000140,32.75,43.62
2017-09-01,11384785000160,48.95,65.2
2017-09-01,15661561000109,73.07,97.32
2017-09-01,22683792000189,30.75,40.96
2017-09-01,24892874000169,119.6,159.29
2017-09-01,52650116000170,254.0,338.3
2017-09-01,58699232000321,108.15,144.04
2017-09-01,,35.0,46.62
2017-09-01,00339682000161,32.8,43.69
2017-09-01,02290545000105,144.38,192.3
2017-09-01,02530487000220,24.0,31.97
2017-09-01,03300974004923,64.05,85.31
2017-09-01,06076316000143,86.7,115.47
2017-09-01,66029109000160,43.43,57.84
2017-09-01,01065183801,43.0,57.27
2017-09-01,09250970000110,31.68,42.19
2017-09-01,43276091372,34.0,45.28
2017-09-01,59513655000106,47.52,63.29
2017-09-01,65883480000121,104.0,138.52
2017-09-01,46887139000108,52.9,70.46
2017-09-01,75156265000930,135.05,179.87
2017-09-01,,30.0,39.96
2017-09-01,09060964010839,61.82,82.34
2017-09-01,22320455000127,180.0,239.74
2017-09-01,61084018000103,53.0,70.59
2017-09-01,66728858000185,238.5,317.66
2017-09-01,74383670000170,406.34,541.2
2017-09-01,02012862000160,1575.8,2098.79
2017-09-01,02102693000159,120.0,159.83
2017-09-01,09296295000160,819.9,1092.02
2017-09-01,13034570000144,106.5,141.85
2017-09-01,66728858000185,150.0,199.78
2017-09-01,00847051000153,19.86,26.45
2017-09-01,03027974000157,30.0,39.96
2017-09-01,07732866000306,58.03,77.29
2017-09-01,09551679000181,727.0,968.28
2017-09-01,04287927000105,39.9,53.14
2017-09-01,07022473000139,66.36,88.38
2017-09-01,11344550000144,255.1,339.77
2017-09-01,13232868000169,234.96,312.94
2017-09-01,18145772001663,22.0,29.3
2017-09-01,42591651095004,21.5,28.64
2017-09-01,60909215000151,27.7,36.89
2017-09-01,62505847001904,136.75,182.14
