Data,CNPJ,Valor,Valor_corrigido
2015-03-01,12802453000110,80.0,122.87
2015-03-01,53663043000113,194.83,299.23
2015-03-01,54100136000100,248.0,380.9
2015-03-01,61563557000125,16.65,25.57
2015-03-01,55238836000110,162.0,248.81
2015-03-01,58699232000160,73.1,112.27
2015-03-01,02190040000179,18.9,29.03
2015-03-01,12097113000136,88.57,136.03
2015-03-01,13232868000169,33.62,51.64
2015-03-01,17966881000100,60.0,92.15
2015-03-01,58295320000104,23.1,35.48
2015-03-01,,28.0,43.0
2015-03-01,72908353002220,59.42,91.26
2015-03-01,00028447000179,268.0,411.61
2015-03-01,03806797000107,44.67,68.61
2015-03-01,04324957000144,63.41,97.39
2015-03-01,06776864000186,93.3,143.3
2015-03-01,14419110000105,1474.0,2263.87
2015-03-01,16708435000125,47.3,72.65
2015-03-01,61084018000103,22.69,34.85
2015-03-01,,67.0,102.9
2015-03-01,06164253000187,2188.74,3361.62
2015-03-01,09296295001484,447.93,687.96
2015-03-01,,30.0,46.08
2015-03-01,01227687000165,27.0,41.47
2015-03-01,01906781000140,26.6,40.85
2015-03-01,02530487000220,21.0,32.25
2015-03-01,04438224000130,81.0,124.41
2015-03-01,11064154000163,58.0,89.08
2015-03-01,11444265000103,32.85,50.45
2015-03-01,14282227000181,214.94,330.12
2015-03-01,43386903000165,421.08,646.72
2015-03-01,47682133000159,92.45,141.99
2015-03-01,54481247000104,129.0,198.13
2015-03-01,55121503000107,112.4,172.63
2015-03-01,72908353001096,34.5,52.99
2015-03-01,03503376000107,30.0,46.08
2015-03-01,15136210000189,73.0,112.12
2015-03-01,43963933000197,61.95,95.15
2015-03-01,61084018000103,181.25,278.38
2015-03-01,67101576000116,90.0,138.23
2015-03-01,53663043000113,58.9,90.46
2015-03-01,60892478000103,69.4,106.59
2015-03-01,02012862000160,1013.04,1555.9
2015-03-01,02530487000220,47.5,72.95
2015-03-01,17331429000164,78.3,120.26
2015-03-01,66728858000185,62.0,95.22
2015-03-01,09377324000118,3.8,5.84
2015-03-01,20733090000137,77.44,118.94
2015-03-01,50334929000125,6.15,9.45
2015-03-01,61980272000190,30.6,47.0
2015-03-01,73152423000109,93.72,143.94
2015-03-01,47079637000189,110.5,169.71
2015-03-01,05324131000148,140.0,215.02
2015-03-01,13232868000169,112.5,172.79
2015-03-01,61906087000155,53.31,81.88
2015-03-01,72908353001681,119.34,183.29
2015-03-01,72908353001924,61.2,94.0
2015-03-01,72908353002068,31.7,48.69
2015-03-01,02530487000220,45.5,69.88
2015-03-01,61084018000103,48.03,73.77
2015-03-01,64770167000629,11.5,17.66
2015-03-01,03143987000191,438.4,673.33
2015-03-01,04485347000122,79.9,122.72
2015-03-01,05571182000255,21.8,33.48
2015-03-01,06987415000187,92.0,141.3
2015-03-01,07313514000146,256.39,393.78
2015-03-01,07956403000158,73.0,112.12
2015-03-01,08966795000107,60.0,92.15
2015-03-01,09112820000140,288.9,443.71
2015-03-01,13232868000169,78.0,119.8
2015-03-01,45790227000116,87.78,134.82
2015-03-01,50661040000152,45.43,69.77
2015-03-01,61359691000109,20.8,31.95
2015-03-01,61519559000117,34.0,52.22
2015-03-01,62201405000145,113.71,174.64
2015-03-01,66728858000185,129.5,198.9
2015-03-01,71879811000152,156.03,239.64
2015-03-01,10804356000131,120.0,184.3
2015-03-01,44581056000152,143.0,219.63
2015-03-01,01809535000170,209.6,321.92
2015-03-01,71872634000182,150.0,230.38
2015-03-01,,171.9,264.02
2015-03-01,09060964007617,36.67,56.32
2015-03-01,09447557000140,8.9,13.67
2015-03-01,09456704000148,32.55,49.99
2015-03-01,54898523000126,32.0,49.15
2015-03-01,59597849000137,116.7,179.24
2015-03-01,60709219000196,9.4,14.44
2015-03-01,61376109000112,178.0,273.38
2015-03-01,00406513000105,15.8,24.27
2015-03-01,02530487000220,38.5,59.13
2015-03-01,03027974000157,170.54,261.93
2015-03-01,09047634000174,24.0,36.86
2015-03-01,09456178000116,29.64,45.52
2015-03-01,09456550000194,151.92,233.33
2015-03-01,09618392000121,193.8,297.65
2015-03-01,12797984000162,45.3,69.57
2015-03-01,13232868000169,30.4,46.69
2015-03-01,14211777000100,42.0,64.51
2015-03-01,17095584000129,65.0,99.83
2015-03-01,17261661000254,415.8,638.61
2015-03-01,17261661002206,174.5,268.01
2015-03-01,19250569000133,49.75,76.41
2015-03-01,19769729000155,27.3,41.93
2015-03-01,20337967000170,71.47,109.77
2015-03-01,20524022000168,28.1,43.16
2015-03-01,42591651057927,37.5,57.6
2015-03-01,44570455000118,14.2,21.81
2015-03-01,50221431000156,106.1,162.96
2015-03-01,60682648000117,22.21,34.11
2015-03-01,71489470000109,15.4,23.65
2015-03-01,72908353000367,27.0,41.47
2015-03-01,72908353001924,70.65,108.51
2015-03-01,73152423000109,147.34,226.3
2015-03-01,96612924000118,79.75,122.49
2015-03-01,04341874000163,11.6,17.82
2015-03-01,05571182000255,26.2,40.24
2015-03-01,09101317000199,13.2,20.27
2015-03-01,09377324000118,24.8,38.09
2015-03-01,09535195000149,11.4,17.51
2015-03-01,10263123000179,399.8,614.04
2015-03-01,10840550000172,18.9,29.03
2015-03-01,20861494000106,27.4,42.08
2015-03-01,42591651061282,18.0,27.65
2015-03-01,44993632000179,2530.37,3886.32
2015-03-01,45007937000127,227.13,348.84
2015-03-01,47079637000189,197.0,302.57
2015-03-01,61519559000117,237.0,364.0
2015-03-01,73152423000109,37.8,58.06
2015-03-01,75156265001316,72.73,111.7
2015-03-01,,378.0,580.56
2015-03-01,,48.5,74.49
2015-03-01,03140367000280,162.0,248.81
2015-03-01,03946141000190,53.8,82.63
2015-03-01,05188383000197,104.0,159.73
2015-03-01,09456704000148,19.5,29.95
2015-03-01,10729510000158,37.5,57.6
2015-03-01,11643133000100,24.9,38.24
2015-03-01,13232868000169,128.37,197.16
2015-03-01,13914904000174,36.32,55.78
2015-03-01,19898272000189,28.0,43.0
2015-03-01,20439992000165,46.7,71.73
2015-03-01,21267747000180,23.5,36.09
2015-03-01,47079637000189,234.0,359.39
2015-03-01,61359691000109,25.5,39.16
2015-03-01,68038637000100,1680.28,2580.69
2015-03-01,72908353001681,85.0,130.55
2015-03-01,00314971000106,360.0,552.91
2015-03-01,07575651000159,1515.47,2327.56
2015-03-01,,100.0,153.59
2015-03-01,,25.0,38.4
2015-03-01,13232868000169,35.73,54.88
2015-03-01,66728858000185,188.97,290.23
2015-03-01,43386903000165,136.28,209.31
2015-03-01,60765468000107,84.5,129.78
2015-03-01,66728858000185,71.5,109.81
2015-03-01,02203830000141,24.5,37.63
2015-03-01,05801230000173,114.4,175.7
2015-03-01,54481247000104,145.0,222.7
2015-03-01,61061495000153,180.0,276.46
2015-03-01,02530487000220,10.5,16.13
2015-03-01,03509621000193,47.0,72.19
2015-03-01,09438123000183,24.6,37.78
2015-03-01,09456714000183,11.9,18.28
2015-03-01,10291637000642,82.4,126.56
2015-03-01,16434601000142,27.42,42.11
2015-03-01,16963311000196,18.3,28.11
2015-03-01,42591651166386,25.5,39.16
2015-03-01,56007859000187,281.84,432.87
2015-03-01,61084018000103,138.22,212.29
2015-03-01,73152423000109,71.6,109.97
2015-04-01,06352711000101,104.0,158.6
2015-04-01,10940972000110,350.0,533.76
2015-04-01,00031708000100,55.0,83.88
2015-04-01,06140634000126,152.93,233.22
2015-04-01,09296295001484,472.04,719.88
2015-04-01,62971056000140,570.74,870.4
2015-04-01,65684037000121,136.77,208.58
2015-04-01,,85.0,129.63
2015-04-01,01615755000163,21.0,32.03
2015-04-01,07288936000109,22.0,33.55
2015-04-01,14902441000193,51.0,77.78
2015-04-01,15609394000157,35.0,53.38
2015-04-01,67886622000725,70.2,107.06
2015-04-01,07575651000159,1283.47,1957.34
2015-04-01,02181199000127,83.6,127.49
2015-04-01,09536662000155,20.06,30.59
2015-04-01,58699232000321,10.65,16.24
2015-04-01,,202.0,308.06
2015-04-01,02012862000160,1000.44,1525.71
2015-04-01,43963933000197,59.65,90.97
2015-04-01,,63.0,96.08
2015-04-01,05902628000104,27.5,41.94
2015-04-01,19747341000153,90.09,137.39
2015-04-01,58118563000916,288.75,440.36
2015-04-01,58151531000165,56.4,86.01
2015-04-01,64797152000140,133.98,204.33
2015-04-01,04290345000188,15.0,22.88
2015-04-01,10222083000117,166.95,254.61
2015-04-01,17097298000100,47.74,72.81
2015-04-01,60909215000151,71.2,108.58
2015-04-01,,30.0,45.75
2015-04-01,09456714000183,42.3,64.51
2015-04-01,09536662000155,211.73,322.9
2015-04-01,11384785000160,149.48,227.96
2015-04-01,61614467000116,30.8,46.97
2015-04-01,05271429000137,72.0,109.8
2015-04-01,09456550000194,79.5,121.24
2015-04-01,10823047000109,47.0,71.68
2015-04-01,17909887000138,33.9,51.7
2015-04-01,02012862000160,794.5,1211.65
2015-04-01,59965038000141,94.85,144.65
2015-04-01,,55.0,83.88
2015-04-01,03442446000245,24.9,37.97
2015-04-01,04439383000150,124.0,189.11
2015-04-01,04479594000116,53.5,81.59
2015-04-01,06113293000108,75.0,114.38
2015-04-01,07449030001524,15.0,22.88
2015-04-01,07823652000175,108.0,164.7
2015-04-01,08699998000176,60.0,91.5
2015-04-01,13326834000133,82.1,125.21
2015-04-01,14282227000181,160.0,244.01
2015-04-01,14369487000199,560.0,854.02
2015-04-01,20393560000160,110.0,167.75
2015-04-01,20695106000245,94.5,144.12
2015-04-01,46328787000116,72.52,110.6
2015-04-01,47682133000310,80.5,122.77
2015-04-01,52789427000386,305.12,465.32
2015-04-01,54360623000102,161.12,245.71
2015-04-01,55727689000142,168.0,256.21
2015-04-01,55727689000223,121.9,185.9
2015-04-01,59513655000106,25.3,38.58
2015-04-01,61656252000168,112.2,171.11
2015-04-01,66609306000158,58.0,88.45
2015-04-01,,64.0,97.6
2015-04-01,13232868000169,205.04,312.69
2015-04-01,,28.0,42.7
2015-04-01,00841478000144,253.0,385.84
2015-04-01,04638058000116,420.0,640.52
2015-04-01,06164253000187,220.93,336.93
2015-04-01,09405789000305,546.31,833.15
2015-04-01,33469172001644,52.13,79.5
2015-04-01,46379152000148,73.26,111.72
2015-04-01,54360623000102,41.05,62.6
2015-04-01,61084018000103,32.9,50.17
2015-04-01,63053953000138,1251.58,1908.71
2015-04-01,72908353001924,115.7,176.45
2015-04-01,,667.0,1017.2
2015-04-01,03463630000190,185.0,282.13
2015-04-01,08277859000154,56.0,85.4
2015-04-01,09447557000140,19.1,29.13
2015-04-01,09456550000194,93.78,143.02
2015-04-01,09456714000183,15.1,23.03
2015-04-01,42591651093729,18.0,27.45
2015-04-01,43386903000165,179.64,273.96
2015-04-01,68251180000118,16.3,24.86
2015-04-01,72908353001681,32.1,48.95
2015-04-01,02530487000220,26.5,40.41
2015-04-01,07984267003397,28.2,43.01
2015-04-01,47058052000182,73.78,112.52
2015-04-01,09296295003851,385.94,588.57
2015-04-01,09575490000129,167.0,254.68
2015-04-01,44993632000179,250.19,381.55
2015-04-01,09377324000118,167.89,256.04
2015-04-01,09536662000155,35.09,53.51
2015-04-01,72908353002220,40.23,61.35
2015-04-01,,152.0,231.81
2015-04-01,00000000000000,105.0,160.13
2015-04-01,00248893000199,22.5,34.31
2015-04-01,03830063000163,365.16,556.88
2015-04-01,03934390000165,26.5,40.41
2015-04-01,06222825000137,86.49,131.9
2015-04-01,09456178000116,55.7,84.94
2015-04-01,09456714000183,55.75,85.02
2015-04-01,09535195000149,7.0,10.68
2015-04-01,43386903000165,139.55,212.82
2015-04-01,44750057000183,46.0,70.15
2015-04-01,72908353002220,11.6,17.69
2015-04-01,72908353003200,17.3,26.38
2015-04-01,01445847000142,150.0,228.76
2015-04-01,02575829000148,375.67,572.91
2015-04-01,09319402000128,74.4,113.46
2015-04-01,20802001000167,151.8,231.5
2015-04-01,47079637000189,200.0,305.01
2015-04-01,08389491000116,220.0,335.51
2015-04-01,02111423000104,30.0,45.75
2015-04-01,02931428000183,97.35,148.46
2015-04-01,04881800000110,56.4,86.01
2015-04-01,04890965000158,144.6,220.52
2015-04-01,06208707000174,26.25,40.03
2015-04-01,10450309000137,120.78,184.19
2015-04-01,11858018000145,25.0,38.13
2015-04-01,15534997000137,65.62,100.07
2015-04-01,17051034000108,20.8,31.72
2015-04-01,20337967000170,49.68,75.76
2015-04-01,51544831000165,28.0,42.7
2015-04-01,65684037000121,33.9,51.7
2015-04-01,67598532000143,27.8,42.4
2015-04-01,72908353002300,47.8,72.9
2015-04-01,72908353002904,57.9,88.3
2015-04-01,02012862000160,1335.94,2037.36
2015-04-01,42414912000583,117.0,178.43
2015-04-01,59965038000141,393.78,600.53
2015-04-01,72908353001924,32.5,49.56
2015-04-01,,69.5,105.99
2015-04-01,01035844000130,79.97,121.96
2015-04-01,01140917000154,34.8,53.07
2015-04-01,03063249000134,79.0,120.48
2015-04-01,05574791000187,31.16,47.52
2015-04-01,07823652000175,78.5,119.72
2015-04-01,07956403000158,152.0,231.81
2015-04-01,08656041000142,14.9,22.72
2015-04-01,09060964000280,39.35,60.01
2015-04-01,11361230000100,52.3,79.76
2015-04-01,15018681000192,53.1,80.98
2015-04-01,42591651091513,154.0,234.86
2015-04-01,47396056000170,100.0,152.5
2015-04-01,50616366000168,30.9,47.12
2015-04-01,53154225000673,42.5,64.81
2015-04-01,54481247000104,145.0,221.13
2015-04-01,58231580000108,38.8,59.17
2015-04-01,60907029000183,98.0,149.45
2015-04-01,61282612000109,39.05,59.55
2015-04-01,62423074000198,21.7,33.09
2015-04-01,65906679000128,24.0,36.6
2015-04-01,69016970000181,21.4,32.64
2015-04-01,72908353000871,148.5,226.47
2015-04-01,01999717000151,96.4,147.01
2015-04-01,02530487000220,33.9,51.7
2015-04-01,07239339000194,150.0,228.76
2015-04-01,59772830000180,24.0,36.6
2015-04-01,61540183000203,81.4,124.14
2015-04-01,20337967000170,70.62,107.7
2015-04-01,61980272000190,30.6,46.67
2015-04-01,65684037000121,35.0,53.38
2015-04-01,14335331000197,3463.34,5281.74
2015-04-01,,64.0,97.6
2015-04-01,00615738000163,221.0,337.03
2015-04-01,02099932000169,278.0,423.96
2015-04-01,07022473000139,33.98,51.82
2015-04-01,10432515000114,26.04,39.71
2015-04-01,12802453000110,150.0,228.76
2015-04-01,53234514000178,80.0,122.0
2015-04-01,53663043000113,84.0,128.1
2015-04-01,54100136000100,168.0,256.21
2015-04-01,54274980000140,160.0,244.01
2015-04-01,56954290000167,65.0,99.13
2015-04-01,60951274000198,80.0,122.0
2015-04-01,61084018000103,67.37,102.74
2015-04-01,72724826000104,114.77,175.03
2015-04-01,02012862000160,598.47,912.69
2015-04-01,05202077000400,12.0,18.3
2015-04-01,72629140000134,436.0,664.92
2015-04-01,,150.0,228.76
2015-04-01,07180900000107,64.9,98.98
2015-04-01,10851914000110,63.0,96.08
2015-04-01,13232868000169,66.88,101.99
2015-04-01,16905545000187,53.0,80.83
2015-04-01,58699232000160,80.26,122.4
2015-04-01,10243682000117,498.4,760.08
2015-04-01,,100.0,152.5
2015-04-01,10636091000100,1169.1,1782.93
2015-04-01,12194888000120,39.0,59.48
2015-04-01,17625496000191,28.3,43.16
2015-04-01,45732708000175,125.0,190.63
2015-04-01,51789634000106,121.0,184.53
2015-04-01,06164253000187,692.0,1055.33
2015-04-01,55334262000184,205.7,313.7
2015-04-01,,55.7,84.94
2015-04-01,02138854000164,45.0,68.63
2015-04-01,02530487000220,12.5,19.06
2015-04-01,05571182000255,12.9,19.67
2015-04-01,17185449000174,40.0,61.0
2015-04-01,44993632000179,115.35,175.91
2015-04-01,59965038000141,282.41,430.69
2015-04-01,61084000001507,20.55,31.34
2015-04-01,01235343000106,125.2,190.94
2015-04-01,04590815000129,118.8,181.17
2015-04-01,04990070000195,31.5,48.04
2015-04-01,05099646000191,120.0,183.0
2015-04-01,09456704000148,57.14,87.14
2015-04-01,09456714000183,49.6,75.64
2015-04-01,61084018000103,185.24,282.5
2015-04-01,67101576000116,360.0,549.01
2015-04-01,72908353001681,19.0,28.98
2015-04-01,03054946000129,38.0,57.95
2015-04-01,07761670000170,24.05,36.68
2015-04-01,08698859000128,270.0,411.76
2015-04-01,09536662000155,24.2,36.91
2015-04-01,11043078000100,101.0,154.03
2015-04-01,13080799000115,2533.6,3863.84
2015-04-01,13924437000163,30.6,46.67
2015-04-01,14596528000260,38.7,59.02
2015-04-01,17314329000553,282.33,430.56
2015-04-01,18923963000122,23.3,35.53
2015-04-01,43021880000195,132.5,202.07
2015-04-01,43599000000162,120.0,183.0
2015-04-01,53663043000113,207.99,317.19
2015-04-01,02012862000160,1916.03,2922.02
2015-04-01,02530487000220,119.6,182.39
2015-04-01,04341874000163,16.9,25.77
2015-04-01,04907334000102,36.7,55.97
2015-04-01,05571182000255,73.65,112.32
2015-04-01,17978329000124,91.85,140.08
2015-04-01,55909758000139,110.22,168.09
2015-04-01,73152423000109,237.16,361.68
2015-04-01,20879931000119,150.0,228.76
2015-04-01,47079637000189,59.5,90.74
2015-04-01,50694991000128,48.0,73.2
2015-04-01,61389565000105,827.3,1261.67
2015-04-01,05324131000148,284.8,434.33
2015-04-01,09438123000183,66.57,101.52
2015-04-01,13232868000169,93.0,141.83
2015-04-01,72908353001681,93.01,141.84
2015-04-01,72908353001924,56.99,86.91
2015-04-01,01937526008905,27.7,42.24
2015-04-01,02914981000108,34.5,52.61
2015-04-01,03143987000191,383.0,584.09
2015-04-01,07313514000146,98.29,149.9
2015-04-01,11384785000160,11.75,17.92
2015-04-01,12220629000126,15.5,23.64
2015-04-01,13232868000169,105.98,161.62
2015-04-01,43599000000162,142.0,216.56
2015-04-01,51428043000103,68.1,103.86
2015-04-01,53723227000121,84.0,128.1
2015-04-01,60765468000107,88.7,135.27
2015-04-01,61353470000123,18.7,28.52
2015-04-01,61359691000109,26.3,40.11
2015-04-01,61519559000117,165.0,251.63
2015-04-01,62201405000145,343.58,523.97
2015-04-01,66728858000185,58.5,89.21
2015-04-01,,142.67,217.58
2015-04-01,00908667000197,450.0,686.27
2015-04-01,07306586000166,200.0,305.01
2015-04-01,44581056000152,210.0,320.26
2015-04-01,78593118001300,73.9,112.7
2015-04-01,01809535000170,59.73,91.09
2015-04-01,,259.1,395.14
2015-04-01,09456704000148,38.1,58.1
2015-04-01,60709219000196,10.9,16.62
2015-04-01,16864652000104,34.8,53.07
2015-04-01,17095584000129,45.0,68.63
2015-04-01,46377834000111,105.38,160.71
2015-04-01,72908353000367,68.8,104.92
2015-04-01,02028716000122,28.9,44.07
2015-04-01,02530487000220,13.5,20.59
2015-04-01,04341874000163,9.0,13.73
2015-04-01,04919236000187,42.3,64.51
2015-04-01,05571182000255,20.6,31.42
2015-04-01,10263123000179,196.8,300.13
2015-04-01,10840550000172,37.8,57.65
2015-04-01,20485586000139,53.2,81.13
2015-04-01,42591651061282,24.0,36.6
2015-04-01,43086826000128,50.8,77.47
2015-04-01,44993632000179,2970.08,4529.49
2015-04-01,45007937000127,344.67,525.64
2015-04-01,47079637000189,325.0,495.64
2015-04-01,52592532000169,98.0,149.45
2015-04-01,61519559000117,431.5,658.06
2015-04-01,,206.0,314.16
2015-04-01,00773941000168,103.95,158.53
2015-04-01,04147051000100,28.0,42.7
2015-04-01,05188383000197,95.0,144.88
2015-04-01,10987381000106,21.0,32.03
2015-04-01,13232868000169,40.59,61.9
2015-04-01,47079637000189,105.0,160.13
2015-04-01,54439138000110,115.94,176.81
2015-04-01,59597849000137,30.7,46.82
2015-04-01,09536662000155,46.42,70.79
2015-04-01,45007937000127,248.97,379.69
2015-04-01,,144.3,220.06
2015-04-01,02012862000160,2393.77,3650.6
2015-04-01,09296295000160,399.9,609.86
2015-04-01,00471860000103,160.3,244.46
2015-04-01,02372204000189,286.5,436.92
2015-04-01,05801230000173,52.0,79.3
2015-04-01,08389491000116,220.0,335.51
2015-04-01,09060964009318,74.58,113.74
2015-04-01,43386903000165,159.9,243.85
2015-04-01,56640220000134,38.64,58.93
2015-04-01,60705704000191,449.4,685.35
2015-04-01,61084000000101,21.25,32.41
2015-04-01,61084000001507,41.1,62.68
2015-04-01,61084018000103,105.55,160.97
2015-04-01,61541405000555,20.55,31.34
2015-04-01,68257401000165,170.0,259.26
2015-04-01,07361559000196,19.27,29.39
2015-04-01,09438123000183,28.6,43.62
2015-04-01,09456714000183,72.1,109.96
2015-04-01,11510399000177,23.0,35.08
2015-04-01,16963311000196,21.79,33.23
2015-04-01,42591651076980,18.5,28.21
2015-04-01,56007859000187,141.82,216.28
2015-04-01,61084018000103,347.35,529.72
2015-05-01,01693891000171,39.6,59.95
2015-05-01,12065833000110,90.0,136.25
2015-05-01,72908353003030,15.6,23.62
2015-05-01,72908353003544,18.0,27.25
2015-05-01,10940972000110,350.0,529.84
2015-05-01,00031708000100,40.0,60.55
2015-05-01,06140634000126,1002.96,1518.32
2015-05-01,12623662000105,58.0,87.8
2015-05-01,72590656000112,61.9,93.71
2015-05-01,08980563000103,647.0,979.45
2015-05-01,09447557000140,81.5,123.38
2015-05-01,56642374000165,328.7,497.6
2015-05-01,62971056000140,448.08,678.32
2015-05-01,65684037000121,148.48,224.78
2015-05-01,,122.0,184.69
2015-05-01,02012862000160,467.54,707.78
2015-05-01,02575829000148,809.03,1224.74
2015-05-01,02812278000199,165.0,249.78
2015-05-01,05394635000134,48.0,72.66
2015-05-01,05784592000101,56.5,85.53
2015-05-01,08225166000380,480.0,726.64
2015-05-01,08698859000128,117.6,178.03
2015-05-01,09630313000106,39.0,59.04
2015-05-01,10267117000190,42.5,64.34
2015-05-01,12968929000198,183.0,277.03
2015-05-01,14421203000166,110.0,166.52
2015-05-01,15609394000157,65.0,98.4
2015-05-01,17325646000303,22.9,34.67
2015-05-01,17345345000180,90.0,136.25
2015-05-01,18341268000152,20.0,30.28
2015-05-01,55238836000110,154.0,233.13
2015-05-01,60199288000105,111.1,168.19
2015-05-01,07495554000156,218.0,330.02
2015-05-01,18969347000102,13.5,20.44
2015-05-01,,62.0,93.86
2015-05-01,00187297000146,86.68,131.22
2015-05-01,07341742000120,19.5,29.52
2015-05-01,07528406000190,13.5,20.44
2015-05-01,11945704000153,81.7,123.68
2015-05-01,13040992000122,28.28,42.81
2015-05-01,13232868000169,100.87,152.7
2015-05-01,14763738000115,39.1,59.19
2015-05-01,16937129000160,107.9,163.34
2015-05-01,18133979000131,67.42,102.06
2015-05-01,45201019001610,246.0,372.4
2015-05-01,46562708000137,130.35,197.33
2015-05-01,58128125000181,103.0,155.93
2015-05-01,58132093000198,173.8,263.11
2015-05-01,72821234000100,44.5,67.37
2015-05-01,01179612000156,78.87,119.4
2015-05-01,02012862000160,1241.99,1880.17
2015-05-01,02318956000323,108.5,164.25
2015-05-01,04343477000120,100.89,152.73
2015-05-01,04345673000134,170.83,258.61
2015-05-01,04477091000101,240.0,363.32
2015-05-01,05649551000102,46.92,71.03
2015-05-01,07766085000162,105.0,158.95
2015-05-01,09316087000185,26.0,39.36
2015-05-01,10437529000120,33.14,50.17
2015-05-01,19412630000100,53.29,80.67
2015-05-01,20890503000197,252.0,381.49
2015-05-01,43386903000165,91.7,138.82
2015-05-01,52378825000148,96.1,145.48
2015-05-01,55205512000186,43.0,65.1
2015-05-01,60528767000110,66.0,99.91
2015-05-01,60875606000100,59.3,89.77
2015-05-01,66728858000185,245.16,371.13
2015-05-01,71767230000129,151.0,228.59
2015-05-01,74222464000189,117.6,178.03
2015-05-01,,162.0,245.24
2015-05-01,09536662000155,80.1,121.26
2015-05-01,10492638000140,119.94,181.57
2015-05-01,11384785000160,71.98,108.97
2015-05-01,00019564000176,79.5,120.35
2015-05-01,05729411000136,128.15,194.0
2015-05-01,06747237000117,290.0,439.01
2015-05-01,09411741000130,60.0,90.83
2015-05-01,09585759000158,52.27,79.13
2015-05-01,09585812000110,52.33,79.22
2015-05-01,45211935000155,17.5,26.49
2015-05-01,02012862000160,981.72,1486.17
2015-05-01,,30.0,45.42
2015-05-01,01999717000151,101.0,152.9
2015-05-01,03237389000181,417.5,632.03
2015-05-01,03442446000245,51.8,78.42
2015-05-01,07443489000115,153.0,231.62
2015-05-01,08699998000176,201.5,305.04
2015-05-01,13335349000126,46.6,70.54
2015-05-01,47904495000147,145.0,219.51
2015-05-01,54360623000102,161.14,243.94
2015-05-01,55727689000142,124.8,188.93
2015-05-01,59513655000106,40.0,60.55
2015-05-01,62505847001319,61.0,92.34
2015-05-01,62505847001408,152.5,230.86
2015-05-01,,200.0,302.77
2015-05-01,10613774000141,8.5,12.87
2015-05-01,13232868000169,286.54,433.78
2015-05-01,00014971000190,189.5,286.87
2015-05-01,13474735000107,24.0,36.33
2015-05-01,33469172001644,53.43,80.88
2015-05-01,46379152000148,269.66,408.22
2015-05-01,54360623000102,41.05,62.14
2015-05-01,61084018000103,32.9,49.81
2015-05-01,63053953000138,1608.03,2434.3
2015-05-01,,587.5,889.38
2015-05-01,01521352000155,119.57,181.01
2015-05-01,08277859000154,33.0,49.96
2015-05-01,09456550000194,53.71,81.31
2015-05-01,43238674000131,30.6,46.32
2015-05-01,59515718000163,12.5,18.92
2015-05-01,59597849000137,205.7,311.4
2015-05-01,72908353002068,36.2,54.8
2015-05-01,01388514000129,314.0,475.35
2015-05-01,02441712000171,10.5,15.9
2015-05-01,10361891000165,88.92,134.61
2015-05-01,12097113000136,30.1,45.57
2015-05-01,14342724000128,17.35,26.27
2015-05-01,,90.0,136.25
2015-05-01,02549955000128,100.94,152.81
2015-05-01,66728858000185,58.0,87.8
2015-05-01,03830063000163,547.16,828.31
2015-05-01,09438123000183,6.7,10.14
2015-05-01,11218910000161,18.0,27.25
2015-05-01,60642592000177,42.45,64.26
2015-05-01,64176019000176,38.5,58.28
2015-05-01,66728858000185,61.0,92.34
2015-05-01,02029167000100,174.58,264.29
2015-05-01,02530487000220,43.6,66.0
2015-05-01,03485956000119,46.9,71.0
2015-05-01,10458730000194,70.49,106.71
2015-05-01,13813158000122,1085.47,1643.23
2015-05-01,59513655000106,37.29,56.45
2015-05-01,04722220000180,41.57,62.93
2015-05-01,47079637000189,80.0,121.11
2015-05-01,09535195000149,27.8,42.08
2015-05-01,54049754000165,103.92,157.32
2015-05-01,,45.0,68.12
2015-05-01,04689799000126,59.8,90.53
2015-05-01,17051034000108,46.03,69.68
2015-05-01,20337967000170,84.52,127.95
2015-05-01,50008663000120,46.0,69.64
2015-05-01,51544831000165,25.0,37.85
2015-05-01,61848073000122,92.15,139.5
2015-05-01,65684037000121,37.29,56.45
2015-05-01,02012862000160,1920.34,2907.09
2015-05-01,59965038000141,1169.34,1770.19
2015-05-01,,70.0,105.97
2015-05-01,03818211000124,39.8,60.25
2015-05-01,04438846000169,119.6,181.06
2015-05-01,07823652000175,333.0,504.11
2015-05-01,07956403000158,472.0,714.53
2015-05-01,08300383000125,234.0,354.24
2015-05-01,08656041000142,27.8,42.08
2015-05-01,42591651087834,21.0,31.79
2015-05-01,45923893000185,100.0,151.38
2015-05-01,53154225000673,21.25,32.17
2015-05-01,60039328000143,38.8,58.74
2015-05-01,61282612000109,35.75,54.12
2015-05-01,72908353000871,39.3,59.49
2015-05-01,01999717000151,96.4,145.93
2015-05-01,02428412000152,64.5,97.64
2015-05-01,02530487000220,40.2,60.86
2015-05-01,03143987000191,69.6,105.36
2015-05-01,14383967000104,28.9,43.75
2015-05-01,42591651061282,63.5,96.13
2015-05-01,55727689000142,83.2,125.95
2015-05-01,07106143000121,96.0,145.33
2015-05-01,16678127000102,35.21,53.3
2015-05-01,68877687000181,147.29,222.97
2015-05-01,,20.0,30.28
2015-05-01,14335331000197,7801.21,11809.79
2015-05-01,,45.0,68.12
2015-05-01,02099932000169,146.0,221.02
2015-05-01,02530487000220,32.0,48.44
2015-05-01,04308241000153,124.0,187.72
2015-05-01,04907334000102,32.1,48.59
