"Data","CNPJ","Valor_corrigido"
"2019-09-01","56007859000187",119.19
"2019-09-01","58565771000106",54.22
"2019-09-01","",1344.7
"2019-09-01","01556015000101",284.83
"2019-09-01","02223966006154",102.17
"2019-09-01","02793006000199",9.16
"2019-09-01","03165242000123",170.9
"2019-09-01","07725657000165",16.59
"2019-09-01","08785988000153",173.15
"2019-09-01","08827915000187",80.1
"2019-09-01","09060964010839",88.3
"2019-09-01","09060964012106",39.13
"2019-09-01","09447557000140",34.35
"2019-09-01","09456704000148",125.78
"2019-09-01","09456714000183",567.66
"2019-09-01","13835703000181",72.33
"2019-09-01","19183415000176",70.34
"2019-09-01","20401310000125",743.03
"2019-09-01","21979378000230",239.93
"2019-09-01","23783802000110",79.26
"2019-09-01","27690810000173",128.59
"2019-09-01","28141303000143",87.93
"2019-09-01","31061115000110",143.03
"2019-09-01","42591651178988",87.93
"2019-09-01","55334262000184",373.75
"2019-09-01","59597849000137",71.39
"2019-09-01","61084018000103",101.18
"2019-09-01","72734965000119",116.9
"2019-09-01","74211764000162",49.54
"2019-09-01","96671581000162",14.24
"2019-09-01","",27.24
"2019-09-01","01426828000179",415.11
"2019-09-01","02530487000220",8.67
"2019-09-01","07807726000180",68.64
"2019-09-01","13530225008429",70.71
"2019-09-01","14934348000241",86.91
"2019-09-01","25206546000124",79.5
"2019-09-01","28954209000103",151.89
"2019-09-01","43447861000125",182.04
"2019-09-01","60457025000140",274.55
"2019-09-01","05324131000148",252.63
"2019-09-01","09438123000183",83.34
"2019-09-01","13530225008429",21.96
"2019-09-01","29471733000196",17.34
"2019-09-01","05354900000150",41.92
"2019-09-01","10237221000131",118.76
"2019-09-01","27070512000180",67.99
"2019-09-01","30625483000180",43.34
"2019-09-01","43599000000162",73.06
"2019-09-01","45007937000127",672.44
"2019-09-01","54867247000139",90.51
"2019-09-01","57924771000192",168.17
"2019-09-01","61359691000109",37.03
"2019-09-01","62201405000145",114.77
"2019-09-01","71879811000152",423.16
"2019-09-01","01711655000130",49.54
"2019-09-01","09377324000118",24.02
"2019-09-01","09536662000155",28.11
"2019-09-01","11384785000160",21.67
"2019-09-01","54867247000139",38.51
"2019-09-01","81159857000231",254.51
"2019-09-01","",115.17
"2019-09-01","26461427000180",735.6
"2019-09-01","00156629000125",79.06
"2019-09-01","02372204000189",260.06
"2019-09-01","03282496000121",57.46
"2019-09-01","03959758000140",116.2
"2019-09-01","04907334000102",457.71
"2019-09-01","07807726000180",29.1
"2019-09-01","08199677000102",81.61
"2019-09-01","09456550000194",60.72
"2019-09-01","09560193000100",35.91
"2019-09-01","13879464000161",34.13
"2019-09-01","14739505000187",37.52
"2019-09-01","17973818000193",82.97
"2019-09-01","18277933000196",46.33
"2019-09-01","19090006000125",453.97
"2019-09-01","25318701000102",32.2
"2019-09-01","45814696000128",93.57
"2019-09-01","46377834000111",167.8
"2019-09-01","47489026000109",45.57
"2019-09-01","47882485000158",70.34
"2019-09-01","49292618000161",57.98
"2019-09-01","52961166000330",312.9
"2019-09-01","53745303000108",55.24
"2019-09-01","57081960000140",80.37
"2019-09-01","44993632000179",1109.17
"2019-09-01","",494.12
"2019-09-01","00876874000107",1196.28
"2019-09-01","02199143000108",177.58
"2019-09-01","07175181000136",41.97
"2019-09-01","07210105000114",28.61
"2019-09-01","08178836000192",2205.32
"2019-09-01","10798639000118",83.59
"2019-09-01","10927525000120",36.35
"2019-09-01","12341672000140",21.18
"2019-09-01","13530225008429",81.55
"2019-09-01","14921583000106",362.6
"2019-09-01","15426715000188",201.86
"2019-09-01","17402501000105",126.81
"2019-09-01","17801097000134",65.61
"2019-09-01","18332181000119",64.15
"2019-09-01","18361124000168",233.81
"2019-09-01","19137712000185",203.59
"2019-09-01","26039267000186",201.11
"2019-09-01","26643633000101",166.19
"2019-09-01","44358067003860",31.34
"2019-09-01","44993632000179",156.89
"2019-09-01","46938429000125",913.31
"2019-09-01","54867247000139",49.52
"2019-09-01","58699232000160",41.46
"2019-09-01","64770167000548",24.27
"2019-09-01","00472525000120",132.06
"2019-09-01","02635927000123",343.03
"2019-09-01","04781776000147",62.29
"2019-09-01","05137602000109",75.54
"2019-09-01","06297076000107",780.18
"2019-09-01","07373743000156",92.01
"2019-09-01","07832759000180",95.29
"2019-09-01","09399877000171",874.31
"2019-09-01","09447557000140",41.86
"2019-09-01","09456704000148",41.36
"2019-09-01","09521504000121",46.81
"2019-09-01","10978917000119",123.84
"2019-09-01","11960191000150",278.64
"2019-09-01","13109299000169",925.29
"2019-09-01","13514109000199",38.74
"2019-09-01","13530225008429",76.14
"2019-09-01","13914904000174",67.57
"2019-09-01","16838084000177",35.67
"2019-09-01","22830330000147",56.97
"2019-09-01","26277559000157",30.84
"2019-09-01","26537866000120",38.24
"2019-09-01","29847119000186",72.79
"2019-09-01","32267664000108",32.16
"2019-09-01","47079637000189",136.22
"2019-09-01","49673114000191",811.14
"2019-09-01","52408580000154",247.68
"2019-09-01","55334262000184",311.92
"2019-09-01","56927163000330",624.15
"2019-09-01","61084018000103",232.69
"2019-09-01","61359691000109",116.28
"2019-09-01","72543978000100",127.86
"2019-09-01","",42.85
"2019-09-01","01426828000179",140.17
"2019-09-01","11339941000170",318.27
"2019-09-01","11731701000117",614.34
"2019-09-01","13109299000169",6984.76
"2019-09-01","65988628000192",334.36
"2019-09-01","45007937000127",959.25
"2019-09-01","61084018000103",38.45
"2019-09-01","10348318000979",1293.22
"2019-09-01","13109299000169",7515.77
"2019-09-01","25118077000191",409.56
"2019-09-01","02530487000220",62.17
"2019-09-01","09060964010839",54.27
"2019-09-01","09967852012214",1023.16
"2019-09-01","13109299000169",5174.55
"2019-09-01","13232868000169",58.85
"2019-09-01","13530225008429",143.78
"2019-09-01","13783221008533",82.97
"2019-09-01","16828079000264",24.64
"2019-09-01","19859870001200",105.14
"2019-09-01","30509272000182",30.34
"2019-09-01","01061991000266",229.6
"2019-09-01","07985900000699",40.32
"2019-09-01","08796076000349",479.81
"2019-09-01","13109299000169",3751.07
"2019-09-01","14843295000172",147.37
"2019-09-01","62505847001742",70.09
"2019-01-01","10940972000110",442.83
"2019-01-01","",45.55
"2019-01-01","01323420000171",98.3
"2019-01-01","01937526001218",73.83
"2019-01-01","02012862000160",1640.23
"2019-01-01","02203830000141",39.22
"2019-01-01","02703510000150",137.53
"2019-01-01","07575651000159",6406.3
"2019-01-01","10951138000120",142.59
"2019-01-01","17261661009804",125.13
"2019-01-01","38020285000103",137.4
"2019-01-01","43599000000162",124.63
"2019-01-01","00469171000326",604.11
"2019-01-01","02575829000148",565.81
"2019-01-01","20278105000114",24.04
"2019-01-01","02012862000160",3007.54
"2019-01-01","59965038000141",664.01
"2019-01-01","",56.94
"2019-01-01","65684037000393",217.25
"2019-01-01","00339682000161",30.34
"2019-01-01","69322063000160",37.89
"2019-01-01","",138.29
"2019-01-01","02530487000220",51.75
"2019-01-01","09250970000110",105.56
"2019-01-01","20822311000143",67.11
"2019-01-01","60909215002286",67.44
"2019-01-01","61084000001930",79.71
"2019-01-01","61246005000517",72.12
"2019-01-01","67436923000161",142.34
"2019-01-01","02274662000185",45.85
"2019-01-01","43079771000129",49.31
"2019-01-01","47079637000189",335.29
"2019-01-01","47445317000103",69.6
"2019-01-01","01033989000100",49.57
"2019-01-01","03753374000176",33.96
"2019-01-01","04968495000289",25.3
"2019-01-01","05049280000146",30.35
"2019-01-01","05346633000170",2023.1
"2019-01-01","07732866000306",77.98
"2019-01-01","09060964011304",51.24
"2019-01-01","11030071000153",53.77
"2019-01-01","12340670000136",123.84
"2019-01-01","14447017000104",1214.62
"2019-01-01","15637693000103",120.2
"2019-01-01","17463699000129",39.22
"2019-01-01","22341872000156",36.57
"2019-01-01","28069038000130",137.78
"2019-01-01","29592135000175",43.02
"2019-01-01","43461805000145",89.64
"2019-01-01","46731212000140",328.96
"2019-01-01","05371068000109",73.38
"2019-01-01","09250970000110",57.09
"2019-01-01","13232868000169",134.42
"2019-01-01","42591651061282",21.26
"2019-01-01","60872280000150",114.5
"2019-01-01","22182081000120",103.75
"2019-01-01","03317519000196",354.26
"2019-01-01","64120074000144",442.83
"2019-01-01","33937681000178",778.33
"2019-01-01","02367121000100",43.02
"2019-01-01","24604174000121",261.93
"2019-01-01","59965038000141",683.33
"2019-01-01","11632215000141",23.41
"2019-01-01","23494176000142",90.07
"2019-01-01","54481247000104",132.85
"2019-01-01","01912390000139",158.52
"2019-01-01","12842782000195",116.07
"2019-01-01","51456283000111",69.33
"2019-01-01","54171939000148",183.08
"2019-01-01","14335331000197",1046.84
"2019-01-01","07128434000110",34.16
"2019-01-01","24529179000137",84.14
"2019-01-01","53924205000120",313.74
"2019-01-01","61277224000130",13.92
"2019-01-01","",12.29
"2019-01-01","",69.59
"2019-01-01","05282059000133",24.67
"2019-01-01","07807726000180",8.86
"2019-01-01","09456714000183",27.25
"2019-01-01","10237221000131",224.7
"2019-01-01","10798425000141",37.12
"2019-01-01","15469391000165",13.28
"2019-01-01","22693850000155",222.68
"2019-01-01","26157678000176",166.4
"2019-01-01","27832370000141",563.01
"2019-01-01","44993632000179",40.78
"2019-01-01","09060964010162",46.43
"2019-01-01","54867247000139",29.99
"2019-01-01","73152423000109",87.43
"2019-01-01","05324131000148",332.76
"2019-01-01","09060964010839",161.05
"2019-01-01","09541072000110",125.4
"2019-01-01","61084018000103",137.48
"2019-01-01","45007937000127",858.27
"2019-01-01","44581056000152",127.79
"2019-01-01","",44.28
"2019-01-01","09456550000194",292.39
"2019-01-01","09456704000148",32.14
"2019-01-01","49292618000161",84.38
"2019-01-01","59597849000137",252.79
"2019-01-01","02372204000189",269.24
"2019-01-01","03282496000121",55.67
"2019-01-01","13205734000159",15.18
"2019-01-01","42591651091513",35.3
"2019-01-01","49292618000161",65.94
"2019-01-01","49561228000140",186.37
"2019-01-01","61353470000123",38.08
"2019-01-01","64692502000103",216.35
"2019-01-01","44993632000179",379.67
"2019-01-01","",469.4
"2019-01-01","04147051000100",48.08
"2019-01-01","04972650000150",157.77
"2019-01-01","05137602000109",66.93
"2019-01-01","07652625000187",126.51
"2019-01-01","07763158000162",405.83
"2019-01-01","08142779000191",70.85
"2019-01-01","08450353000103",79.47
"2019-01-01","09399877000171",192.69
"2019-01-01","09456704000148",67.85
"2019-01-01","09521504000121",15.18
"2019-01-01","10839584000147",52.51
"2019-01-01","13914904000174",140.57
"2019-01-01","15168736000140",80.49
"2019-01-01","16838084000177",25.86
"2019-01-01","17357301000170",235.54
"2019-01-01","17771440000145",118.3
"2019-01-01","20507369000100",75.91
"2019-01-01","24768053000115",461.81
"2019-01-01","26277559000157",41.12
"2019-01-01","26341428000191",54.28
"2019-01-01","26389359000196",43.65
"2019-01-01","28823415000184",44.74
"2019-01-01","29185877000186",93.63
"2019-01-01","47079637000189",75.91
"2019-01-01","54439138000110",129.02
"2019-01-01","55121503000107",54.03
"2019-01-01","55334262000184",318.37
"2019-01-01","56927163000330",156.89
"2019-01-01","59597849000137",20.24
"2019-01-01","59965038000141",163.56
"2019-01-01","68443290000181",79.01
"2019-01-01","68989136000100",58.71
"2019-01-01","96329446000133",759.14
"2019-01-01","61084000001183",35.68
"2019-01-01","61084018000103",35.44
"2019-01-01","02012862000160",3291.01
"2019-01-01","01068567000162",330.09
"2019-01-01","04287927000105",704.33
"2019-01-01","43386903000165",74.43
"2019-01-01","58699232000160",133.37
"2019-01-01","07361559000196",60.49
"2019-01-01","16963311000196",33.07
"2019-01-01","42591651166386",53.46
"2019-02-01","02530487000220",27.72
"2019-02-01","62971056000140",195.96
"2019-02-01","65684037000393",277.02
"2019-02-01","",211.65
"2019-02-01","02743602000164",3113.26
"2019-02-01","17261661009804",94.36
"2019-02-01","43599000000162",93.98
"2019-02-01","73120792000101",28.98
"2019-02-01","11013201000140",379.2
"2019-02-01","07201070000157",334.1
"2019-02-01","26235222000187",99.37
"2019-02-01","61084018000103",316.36
"2019-02-01","02012862000160",4660.92
"2019-02-01","30819953000147",375.42
"2019-02-01","59965038000141",194.21
"2019-02-01","",52.91
"2019-02-01","02223966009927",604.71
"2019-02-01","27859139000141",566.51
"2019-02-01","02530487000220",33.39
"2019-02-01","03031196000170",77.16
"2019-02-01","03150070000114",408.81
"2019-02-01","07474483000105",47.86
"2019-02-01","44993632000179",42.64
"2019-02-01","65684037000393",131.9
"2019-02-01","",62.99
"2019-02-01","02530487000220",148.41
"2019-02-01","19533767000104",194.29
"2019-02-01","22182081000120",101.25
"2019-02-01","47079637000189",986.43
"2019-02-01","65883480000121",296.06
"2019-02-01","02530487000220",313.82
"2019-02-01","04666854000162",10.08
"2019-02-01","08236800000118",29.23
"2019-02-01","11344550000144",76.09
"2019-02-01","13232868000169",149.92
"2019-02-01","26635515000151",17.74
"2019-02-01","61084018000103",173.58
"2019-02-01","65684037000393",647.51
"2019-02-01","80732928002496",887.79
"2019-02-01","01036312000118",1184.22
"2019-02-01","05346633000170",781.08
"2019-02-01","09551679000181",365.35
"2019-02-01","12340670000136",198.89
"2019-02-01","14447017000104",881.87
"2019-02-01","15637693000103",37.79
"2019-02-01","28069038000130",40.19
"2019-02-01","29592135000175",39.05
"2019-02-01","43461805000145",41.26
"2019-02-01","46256996000100",185.19
"2019-02-01","55101158000140",43.97
"2019-02-01","01035844000130",51.46
"2019-02-01","02203830000141",46.42
"2019-02-01","02223966006154",473.94
"2019-02-01","02496102000175",172.34
"2019-02-01","04341874000163",42.2
"2019-02-01","05371068000109",336.37
"2019-02-01","08515856000101",18.27
"2019-02-01","09250970000110",60.12
"2019-02-01","13232868000169",201.72
"2019-02-01","31040559000179",150.8
"2019-02-01","43017631000207",86.42
"2019-02-01","43386903000165",160.0
"2019-02-01","43599000000162",139.34
"2019-02-01","61282612000109",55.68
"2019-02-01","66728858000185",196.53
"2019-02-01","18713582000119",126.61
"2019-02-01","18848446000136",71.68
"2019-02-01","24240338000189",81.89
"2019-02-01","49500390000158",23.18
"2019-02-01","66728858000185",576.36
"2019-02-01","",103.3
"2019-02-01","25450066000104",119.05
"2019-02-01","60496585000104",75.0
"2019-02-01","33937681000178",2555.42
"2019-02-01","02530487000220",64.5
"2019-02-01","24604174000121",438.16
"2019-02-01","47882485000158",164.76
"2019-02-01","61192795002387",86.3
"2019-02-01","65684037000393",55.99
"2019-02-01","02012862000160",5909.43
"2019-02-01","59965038000141",327.07
"2019-02-01","43599000000162",81.21
"2019-02-01","01912390000139",157.84
"2019-02-01","12842782000195",384.89
"2019-02-01","14335331000197",5875.75
"2019-02-01","02530487000220",128.12
"2019-02-01","07454351000111",542.6
"2019-02-01","09060964010839",92.97
"2019-02-01","09363729000105",69.16
"2019-02-01","19027858000178",119.04
"2019-02-01","27104619000100",135.11
"2019-02-01","46520094000120",91.97
"2019-02-01","68957117000100",806.99
"2019-02-01","71762793000124",119.18
"2019-02-01","26635515000151",31.26
"2019-02-01","00019755000138",239.36
"2019-02-01","02530487000220",71.56
"2019-02-01","07828611000171",115.05
"2019-02-01","09447557000140",35.27
"2019-02-01","11339866000148",151.18
"2019-02-01","52698149000190",330.7
"2019-02-01","66741679000188",108.34
"2019-02-01","04345673000215",59.21
"2019-02-01","07313514000146",156.59
"2019-02-01","61084018000103",113.45
"2019-02-01","58699232000240",380.34
"2019-02-01","48785919000164",482.5
"2019-02-01","03380475000149",12.6
"2019-02-01","10801718000130",36.87
"2019-02-01","64770167000629",85.67
"2019-02-01","09060964010677",79.68
"2019-02-01","09456550000194",23.94
"2019-02-01","09456704000148",222.12
"2019-02-01","09456714000183",298.74
"2019-02-01","09513814000102",220.35
"2019-02-01","09541072000110",68.79
"2019-02-01","19724360000164",49.57
"2019-02-01","23772753000110",36.84
"2019-02-01","42591651178988",24.44
"2019-02-01","43963933000197",513.37
"2019-02-01","44993632000179",192.02
"2019-02-01","49270309000190",29.82
"2019-02-01","51213718000105",35.22
"2019-02-01","51483956000122",24.72
"2019-02-01","59597849000137",11.46
"2019-02-01","73119000000189",29.3
"2019-02-01","73152423000109",66.01
"2019-02-01","",42.83
"2019-02-01","00585773000187",23.07
"2019-02-01","02530487000220",44.85
"2019-02-01","09536662000155",33.71
"2019-02-01","11384785000160",184.18
"2019-02-01","44464808000103",73.45
"2019-02-01","51483956000122",40.06
"2019-02-01","54867247000139",59.26
"2019-02-01","73152423000109",187.78
"2019-02-01","02199143000108",23.94
"2019-02-01","02266042000102",55.43
"2019-02-01","05324131000148",201.07
"2019-02-01","09060964010677",158.93
"2019-02-01","09060964010839",65.51
"2019-02-01","09438123000183",140.53
"2019-02-01","09541072000110",225.51
"2019-02-01","18615040000103",123.36
"2019-02-01","42591651091513",47.24
"2019-02-01","42591651160264",37.67
"2019-02-01","58699232000160",182.56
"2019-02-01","05354900000150",71.81
"2019-02-01","05813004000102",340.15
"2019-02-01","07201070000157",269.6
"2019-02-01","07474140000140",75.59
"2019-02-01","09174867000138",123.46
"2019-02-01","09377324000118",29.58
"2019-02-01","09536662000155",22.55
"2019-02-01","13151169000194",195.27
"2019-02-01","13486539000144",120.94
"2019-02-01","18747285000194",398.1
"2019-02-01","23212092000179",160.0
"2019-02-01","43086701000106",151.18
"2019-02-01","43599000000162",212.4
"2019-02-01","45007937000127",811.13
"2019-02-01","45485760000174",157.48
"2019-02-01","60765468000107",132.28
"2019-02-01","61540183000203",183.43
"2019-02-01","71879811000152",289.5
"2019-02-01","04477091000101",466.13
"2019-02-01","30952216000118",255.74
"2019-02-01","44581056000152",255.23
"2019-02-01","",69.67
"2019-02-01","03829098000182",414.26
"2019-02-01","",195.27
"2019-02-01","09456550000194",107.83
"2019-02-01","09456704000148",188.51
"2019-02-01","59597849000137",437.16
"2019-02-01","73063968000130",58.2
"2019-02-01","00183237000155",17.26
"2019-02-01","00635626000174",28.98
"2019-02-01","02372204000189",504.93
"2019-02-01","02760810000171",97.01
"2019-02-01","03959758000140",540.12
"2019-02-01","04112505000107",242.51
"2019-02-01","09536662000155",18.14
"2019-02-01","11371541000142",81.11
"2019-02-01","13205734000159",20.16
"2019-02-01","13879464000161",59.64
"2019-02-01","17261661009987",94.36
"2019-02-01","43599000000162",260.03
"2019-02-01","47489026000109",27.59
"2019-02-01","47882485000158",303.49
"2019-02-01","56530025000151",144.5
"2019-02-01","61353470000123",27.34
"2019-02-01","74290891000102",40.31
"2019-02-01","44993632000179",192.02
"2019-02-01","",487.55
"2019-02-01","02012862000160",882.75
"2019-02-01","02223966004020",204.05
"2019-02-01","02530487000220",47.24
"2019-02-01","03101224000188",377.94
"2019-02-01","03298807000140",76.72
"2019-02-01","04972650000150",101.79
"2019-02-01","05137602000109",50.9
"2019-02-01","07293969000147",37.81
"2019-02-01","07729780000154",23.94
"2019-02-01","08584814000122",390.54
"2019-02-01","09399877000171",626.78
"2019-02-01","09447557000140",83.95
"2019-02-01","09677218000150",61.73
"2019-02-01","11272055000177",42.63
"2019-02-01","13232868000169",251.96
"2019-02-01","13914904000174",217.2
"2019-02-01","16838084000177",34.42
"2019-02-01","20880245000168",220.47
"2019-02-01","26277559000157",236.84
"2019-02-01","29800494000170",190.4
"2019-02-01","47079637000189",214.17
"2019-02-01","54951561000103",156.22
"2019-02-01","61084018000103",177.5
"2019-02-01","68167758000152",226.77
"2019-02-01","61084018000103",140.34
"2019-02-01","02012862000160",1674.04
"2019-02-01","04112505000107",106.63
"2019-02-01","04287927000105",854.58
"2019-02-01","18166696000196",95.75
"2019-02-01","45349685000114",226.97
"2019-02-01","01061991000266",642.5
"2019-02-01","09377324000118",15.79
"2019-02-01","15076718000139",22.7
"2019-02-01","55727689000142",177.0
"2019-02-01","02530487000220",158.99
"2019-02-01","07361559000196",50.3
"2019-02-01","09438123000183",59.21
"2019-02-01","09456714000183",67.15
"2019-02-01","42591651174052",43.27
"2019-02-01","56007859000187",116.73
"2019-02-01","61084018000103",642.72
"2019-02-01","65684037000393",405.66
"2019-02-01","73152423000109",53.79
"2020-01-01","02530487000220",104.43
"2020-01-01","65684037000393",84.69
"2020-01-01","04987622000106",34.86
"2020-01-01","09536662000155",56.26
"2020-01-01","09967852020314",178.51
"2020-01-01","26635515000151",38.6
"2020-01-01","65897910000598",31.65
"2020-01-01","65684037000393",104.35
"2020-01-01","07201070000238",466.91
"2020-01-01","30120714000102",491.2
"2020-01-01","47682133000310",172.19
"2020-01-01","62505847001742",70.07
"2020-01-01","02509375000107",136.11
"2020-01-01","62971056000140",64.46
"2020-01-01","",171.22
"2020-01-01","00510544000101",66.79
"2020-01-01","34877830000113",834.85
"2020-01-01","11013201000140",148.15
"2020-01-01","",36.43
"2020-01-01","04055065000195",65.33
"2020-01-01","07248163000137",70.31
"2020-01-01","10927525000120",94.72
"2020-01-01","12047043000101",197.29
"2020-01-01","24784443000189",161.38
"2020-01-01","31421722000143",56.22
"2020-01-01","65684037000393",181.93
"2020-01-01","19350180001212",54.1
"2020-01-01","54360631000140",48.63
"2020-01-01","07466335000149",217.58
"2020-01-01","09060964010405",42.74
"2020-01-01","09650470000175",71.11
"2020-01-01","13530225008429",27.77
"2020-01-01","17832672000166",652.09
"2020-01-01","20077925000148",231.94
"2020-01-01","20822311000143",71.39
"2020-01-01","22182081000120",60.53
"2020-01-01","31440945000158",104.0
"2020-01-01","45201019001610",214.94
"2020-01-01","48296263000116",451.73
"2020-01-01","00319295000163",337.7
"2020-01-01","10636091000100",182.03
"2020-01-01","12842782000195",107.1
"2020-01-01","13232868000169",539.87
"2020-01-01","44263614000131",189.68
"2020-01-01","52961166000330",484.88
"2020-01-01","13530225008429",35.51
"2020-01-01","08971101000111",33.39
"2020-01-01","17489433000155",60.72
"2020-01-01","02584924001422",336.3
"2020-01-01","10409145000102",194.29
"2020-01-01","75156265001740",66.79
"2020-01-01","09536662000155",29.02
"2020-01-01","02530487000220",14.21
"2020-01-01","13519492000178",93.5
"2020-01-01","13783221006751",59.5
"2020-01-01","26873453000116",133.09
"2020-01-01","47079637000189",437.16
"2020-01-01","58892845000119",58.77
"2020-01-01","07022473000139",83.91
"2020-01-01","09250970000110",38.21
"2020-01-01","11821959000104",133.58
"2020-01-01","01520430000105",74.32
"2020-01-01","08402977000147",44.44
"2020-01-01","09060964010162",21.74
"2020-01-01","20077925000148",48.09
"2020-01-01","21249780000269",36.43
"2020-01-01","26159997000110",48.33
"2020-01-01","31773593000152",68.97
"2020-01-01","33453764000191",74.07
"2020-01-01","35253466000183",77.11
"2020-01-01","60909215001980",132.48
"2020-01-01","61012704000179",25.02
"2020-01-01","67886622001101",90.83
"2020-01-01","",70.43
"2020-01-01","05939969000812",31.28
"2020-01-01","61084018000103",165.76
"2020-01-01","61563557005518",63.4
"2020-01-01","02012862000160",1632.83
"2020-01-01","59965038000141",288.51
"2020-01-01","",42.5
"2020-01-01","00031708000100",51.0
"2020-01-01","12602857000160",1238.69
"2020-01-01","12842782000195",124.76
"2020-01-01","17895636000141",48.44
"2020-01-01","26070827000165",77.34
"2020-01-01","26368650000188",110.32
"2020-01-01","26418749000147",595.75
"2020-01-01","27688239000152",210.13
"2020-01-01","38069159000135",146.93
"2020-01-01","02199143000108",36.31
"2020-01-01","08077914000162",62.9
"2020-01-01","08728507000178",35.0
"2020-01-01","09002209000169",22.16
"2020-01-01","10409145000102",655.74
"2020-01-01","11949580000184",23.56
"2020-01-01","26916462000147",18.7
"2020-01-01","73053944000109",69.82
"2020-01-01","74631227000171",22.85
"2020-01-01","03901517000140",680.02
"2020-01-01","09447557000140",91.61
"2020-01-01","",60.72
"2020-01-01","44993632000179",1097.72
"2020-01-01","",72.05
"2020-01-01","96649835000146",1619.31
"2020-01-01","07575651000159",1125.61
"2020-01-01","00501591000180",121.19
"2020-01-01","02227095000106",247.65
"2020-01-01","04141205000148",35.46
"2020-01-01","05883044000120",23.07
"2020-01-01","08910976000103",56.58
"2020-01-01","09456714000183",454.4
"2020-01-01","10748068000107",70.92
"2020-01-01","15541789000165",1610.2
"2020-01-01","20401310000125",886.46
"2020-01-01","27783425000170",15.18
"2020-01-01","28229949000187",14.52
"2020-01-01","48798870000184",145.11
"2020-01-01","51483956000122",16.76
"2020-01-01","52124609000176",17.0
"2020-01-01","66871971000115",78.23
"2020-01-01","72800139000120",53.92
"2020-01-01","09438123000183",206.98
"2020-01-01","09456178000116",229.0
"2020-01-01","01140917000154",70.19
"2020-01-01","05354900000150",122.97
"2020-01-01","45007937000127",210.08
"2020-01-01","",61.93
"2020-01-01","01081574000102",76.5
"2020-01-01","04574631000175",16.39
"2020-01-01","05949818000179",553.73
"2020-01-01","09119094000197",392.23
"2020-01-01","09456550000194",46.51
"2020-01-01","12149147000127",53.43
"2020-01-01","29170557000152",218.7
"2020-01-01","34338751000134",244.08
"2020-01-01","62653274000137",223.13
"2020-01-01","68278241000130",13.36
"2020-01-01","71489470000109",44.81
"2020-01-01","",646.02
"2020-01-01","13530225008429",79.34
"2020-01-01","00253544000165",55.86
"2020-01-01","01641353000214",115.03
"2020-01-01","02530487000220",32.67
"2020-01-01","03172672000172",352.15
"2020-01-01","04147051000100",112.93
"2020-01-01","04631836000145",170.01
"2020-01-01","05808981000111",124.59
"2020-01-01","07575651000159",519.61
"2020-01-01","08322367000303",47.72
"2020-01-01","09521504000121",76.14
"2020-01-01","10804330000193",85.61
"2020-01-01","10978917000119",60.72
"2020-01-01","11960191000150",242.87
"2020-01-01","13914904000174",60.01
"2020-01-01","13940034000108",85.0
"2020-01-01","15661561000109",26.72
"2020-01-01","18588882000113",205.01
"2020-01-01","19364258000103",303.58
"2020-01-01","22902287000188",60.62
"2020-01-01","23382056000153",54.77
"2020-01-01","25050595000110",134.43
"2020-01-01","26277559000157",125.25
"2020-01-01","26341428000191",30.37
"2020-01-01","47040688000105",352.15
"2020-01-01","49030216000199",255.01
"2020-01-01","59965038000141",156.07
"2020-01-01","61084018000103",315.12
"2020-01-01","61359691000109",33.64
"2020-01-01","68060342000130",352.15
"2020-01-01","68989136000100",55.37
"2020-01-01","73202244000120",55.86
"2020-01-01","96342803000284",58.29
"2020-01-01","61563557005518",30.3
"2020-01-01","",71.23
"2020-01-01","08799068000194",393.26
"2020-01-01","61084018000103",37.7
"2020-01-01","03850006000146",564.66
"2020-01-01","22500917000198",1338.94
"2020-01-01","57074072000109",174.86
"2020-01-01","80732928003700",749.9
"2020-02-01","02530487000220",126.1
"2020-02-01","13530225008429",49.59
"2020-02-01","26635515000151",16.32
"2020-02-01","29170557000152",179.88
"2020-02-01","45798998000150",128.4
"2020-02-01","65684037000393",89.81
"2020-02-01","02530487000220",24.83
"2020-02-01","09536662000155",107.7
"2020-02-01","15285113000158",34.79
"2020-02-01","26635515000151",137.51
"2020-02-01","27329593000190",34.89
"2020-02-01","50908813000152",193.81
"2020-02-01","44993632000179",551.15
"2020-02-01","62850706000108",18.65
"2020-02-01","",55.11
"2020-02-01","65684037000393",102.48
"2020-02-01","00319295000163",823.44
"2020-02-01","09166717000344",46.64
"2020-02-01","09174451000110",199.86
"2020-02-01","19169527000172",50.86
"2020-02-01","02800448000115",110.53
"2020-02-01","03942233000100",81.88
"2020-02-01","11379600000129",268.13
"2020-02-01","12842782000195",113.14
"2020-02-01","26064478000179",52.21
"2020-02-01","26758305000150",35.33
"2020-02-01","47682133000159",215.37
"2020-02-01","55958318000171",105.08
"2020-02-01","56927163000330",89.88
"2020-02-01","67311415000157",43.36
"2020-02-01","02509375000107",133.52
"2020-02-01","62971056000140",135.18
"2020-02-01","",64.2
"2020-02-01","11013201000140",147.78
"2020-02-01","09060964011215",62.87
"2020-02-01","09456704000148",137.36
"2020-02-01","11384785000160",110.14
"2020-02-01","61980272001242",54.31
"2020-02-01","02012862000160",3127.57
"2020-02-01","02224005000123",138.57
"2020-02-01","02530487000220",71.71
"2020-02-01","04055065000195",50.75
"2020-02-01","13385913000115",88.42
