"Data","CNPJ","Valor_corrigido"
"2018-10-01","09507879000137",74.84
"2018-10-01","10305959000199",56.13
"2018-10-01","16838084000177",45.21
"2018-10-01","25044999000100",62.16
"2018-10-01","30618872000189",74.46
"2018-10-01","47058052000182",24.48
"2018-10-01","47079637000189",126.85
"2018-10-01","54951561000103",81.18
"2018-10-01","55334262000184",304.29
"2018-10-01","59965038000141",127.28
"2018-10-01","61084018000103",324.62
"2018-10-01","72543978000100",122.12
"2018-10-01","61084018000103",70.24
"2018-10-01","",43.13
"2018-10-01","02012862000160",5683.3
"2018-10-01","01068567000162",231.91
"2018-10-01","04112505000107",128.3
"2018-10-01","04287927000105",844.94
"2018-10-01","58699232000160",93.21
"2018-10-01","66728858000185",229.6
"2018-10-01","02530487000220",40.59
"2018-10-01","07361559000196",84.46
"2018-10-01","09438123000183",119.71
"2018-10-01","09456714000183",52.77
"2018-10-01","26635515000151",30.14
"2018-10-01","56007859000187",344.9
"2018-10-01","61084018000103",664.95
"2018-10-01","65684037000393",153.74
"2018-01-01","10940972000110",459.55
"2018-01-01","",85.35
"2018-01-01","33712837000112",1652.46
"2018-01-01","00319295000163",1136.02
"2018-01-01","00704649000193",84.03
"2018-01-01","02549955000128",54.08
"2018-01-01","07832759000180",175.55
"2018-01-01","08819783000141",159.49
"2018-01-01","10636091000100",468.74
"2018-01-01","12398531000163",222.03
"2018-01-01","18270440000710",47.27
"2018-01-01","27181933000189",98.21
"2018-01-01","56642374000165",258.51
"2018-01-01","60909215000828",103.7
"2018-01-01","69001857000122",207.98
"2018-01-01","13462853000197",27.44
"2018-01-01","00014971000190",198.26
"2018-01-01","02330130000118",202.93
"2018-01-01","04341874000163",70.38
"2018-01-01","07122847000198",87.71
"2018-01-01","07663087000126",40.18
"2018-01-01","11384785000160",74.8
"2018-01-01","13870896000101",262.6
"2018-01-01","14532929000176",65.65
"2018-01-01","21013475000192",69.59
"2018-01-01","58696402000152",244.22
"2018-01-01","02012862000160",3640.17
"2018-01-01","59965038000141",291.41
"2018-01-01","12781999000132",126.05
"2018-01-01","02575829000148",1215.76
"2018-01-01","61358859000161",151.0
"2018-01-01","01521352000155",234.31
"2018-01-01","02020785000190",216.94
"2018-01-01","03474212000107",143.12
"2018-01-01","05126368000114",122.11
"2018-01-01","05532357000134",62.76
"2018-01-01","05999633000179",354.51
"2018-01-01","08980109000144",31.51
"2018-01-01","09252919000147",204.83
"2018-01-01","09472278000136",309.87
"2018-01-01","09541072000110",80.29
"2018-01-01","12278361000183",256.04
"2018-01-01","15500999000105",157.56
"2018-01-01","19258890000164",93.59
"2018-01-01","25116098000178",85.21
"2018-01-01","28761017000180",131.37
"2018-01-01","43386903000165",98.67
"2018-01-01","47638341000150",56.85
"2018-01-01","49275480000273",210.08
"2018-01-01","66011008000161",319.06
"2018-01-01","80732928002496",217.12
"2018-01-01","02456707000213",987.38
"2018-01-01","07698611000102",242.53
"2018-01-01","09456704000148",143.11
"2018-01-01","09640387000115",93.36
"2018-01-01","14172820000175",44.64
"2018-01-01","20136069000154",26.13
"2018-01-01","47058052000182",44.84
"2018-01-01","53608642000134",37.07
"2018-01-01","60442134000194",64.99
"2018-01-01","61012704000179",15.43
"2018-01-01","09060964010243",97.16
"2018-01-01","",63.02
"2018-01-01","01113694000136",563.28
"2018-01-01","02876940000174",54.7
"2018-01-01","03300974004923",52.21
"2018-01-01","08723106000559",83.38
"2018-01-01","09296295000160",563.75
"2018-01-01","09575490000129",187.76
"2018-01-01","19179682000170",172.06
"2018-01-01","33937681000178",570.9
"2018-01-01","02530487000220",22.45
"2018-01-01","43599000000162",84.3
"2018-01-01","02575829000148",1529.57
"2018-01-01","07288936000109",120.8
"2018-01-01","07940951000190",172.0
"2018-01-01","13273978000179",91.91
"2018-01-01","43051903000104",479.25
"2018-01-01","50367440000150",325.63
"2018-01-01","02203830000303",103.6
"2018-01-01","07732866000306",69.09
"2018-01-01","09551679000181",190.39
"2018-01-01","02203830000141",85.61
"2018-01-01","02509375000107",106.62
"2018-01-01","02565157000190",398.49
"2018-01-01","13232868000169",139.95
"2018-01-01","47445317000103",48.32
"2018-01-01","60909215000151",131.43
"2018-01-01","60496585000104",131.3
"2018-01-01","33937681000178",2751.31
"2018-01-01","47445317000103",52.73
"2018-01-01","49886047000193",551.46
"2018-01-01","24604174000121",85.35
"2018-01-01","02012862000160",3147.66
"2018-01-01","59965038000141",689.91
"2018-01-01","",105.04
"2018-01-01","02905110015400",31.91
"2018-01-01","01999717000151",134.32
"2018-01-01","22384067000100",132.61
"2018-01-01","38944823000148",78.78
"2018-01-01","12842782000195",263.65
"2018-01-01","51456283000111",81.89
"2018-01-01","11794293000142",148.37
"2018-01-01","19347580000116",98.48
"2018-01-01","14335331000197",1188.79
"2018-01-01","00164985000514",26.13
"2018-01-01","05346037000190",39.26
"2018-01-01","12150218000101",255.64
"2018-01-01","12928593000130",485.81
"2018-01-01","13405366000192",153.62
"2018-01-01","56861669000122",105.04
"2018-01-01","64680697000171",185.66
"2018-01-01","07313514000146",93.74
"2018-01-01","13287765000104",487.13
"2018-01-01","13670626000157",307.24
"2018-01-01","14578608000102",229.23
"2018-01-01","15593743000947",42.67
"2018-01-01","18588882000113",148.37
"2018-01-01","20712254000140",404.41
"2018-01-01","24768053000204",363.7
"2018-01-01","53550497000188",246.85
"2018-01-01","09438111000159",1506.68
"2018-01-01","45461332000101",585.6
"2018-01-01","96649835000146",368.47
"2018-01-01","04943365000100",54.49
"2018-01-01","10472685000122",307.77
"2018-01-01","11384785000160",42.58
"2018-01-01","28178576000162",94.14
"2018-01-01","02956478000115",166.75
"2018-01-01","09456704000148",148.9
"2018-01-01","09456714000183",36.24
"2018-01-01","09541072000110",32.33
"2018-01-01","10800105000189",72.22
"2018-01-01","15541789000165",443.8
"2018-01-01","18664325000134",122.48
"2018-01-01","21023481000120",36.12
"2018-01-01","21360863000140",52.52
"2018-01-01","27052352000147",572.47
"2018-01-01","28094642000116",45.82
"2018-01-01","43963933000197",307.97
"2018-01-01","48798870000184",339.41
"2018-01-01","59597849000137",16.94
"2018-01-01","69342699000174",393.9
"2018-01-01","",36.76
"2018-01-01","05456904000140",203.52
"2018-01-01","00504912000109",22.62
"2018-01-01","00585773000187",23.57
"2018-01-01","11021731000130",72.22
"2018-01-01","19103663000160",71.43
"2018-01-01","54867247000139",57.51
"2018-01-01","60804341000141",85.94
"2018-01-01","73152423000109",68.6
"2018-01-01","03300974004923",46.1
"2018-01-01","05324131000148",128.68
"2018-01-01","10237221000131",139.11
"2018-01-01","45007937000127",446.88
"2018-01-01","61359691000109",31.51
"2018-01-01","62201405000145",117.36
"2018-01-01","66728858000185",157.56
"2018-01-01","72300593000112",99.66
"2018-01-01","44581056000152",348.99
"2018-01-01","",128.68
"2018-01-01","02549955000128",69.12
"2018-01-01","08088133000173",95.19
"2018-01-01","09447557000140",54.25
"2018-01-01","09456550000194",213.8
"2018-01-01","59597849000137",194.98
"2018-01-01","00635626000174",106.62
"2018-01-01","02530487000220",34.79
"2018-01-01","03282496000121",17.59
"2018-01-01","07665568000170",317.17
"2018-01-01","07798248000199",11.16
"2018-01-01","09060964010839",26.26
"2018-01-01","09536662000155",18.91
"2018-01-01","19654493000101",20.35
"2018-01-01","22520473000152",32.02
"2018-01-01","22799899000197",70.61
"2018-01-01","25225977000138",96.64
"2018-01-01","53948238000290",156.52
"2018-01-01","44993632000179",1311.95
"2018-01-01","",435.26
"2018-01-01","00472525000120",102.89
"2018-01-01","00773941000168",233.32
"2018-01-01","00987942000105",156.25
"2018-01-01","02771922000128",115.26
"2018-01-01","03071465000121",656.51
"2018-01-01","03660696000502",39.39
"2018-01-01","04945046000134",30.2
"2018-01-01","05137602000109",48.58
"2018-01-01","06116967000110",265.23
"2018-01-01","08180177000129",39.26
"2018-01-01","09399877000171",731.61
"2018-01-01","09967852018506",288.89
"2018-01-01","11906030000188",24.82
"2018-01-01","15168736000140",54.02
"2018-01-01","15418655000151",52.52
"2018-01-01","15512777000102",40.7
"2018-01-01","17357301000170",226.68
"2018-01-01","19138796000171",195.53
"2018-01-01","19176674000170",216.38
"2018-01-01","19970758000180",34.14
"2018-01-01","27002509000120",41.91
"2018-01-01","28687779000184",65.65
"2018-01-01","47079637000189",65.65
"2018-01-01","52771516000133",44.18
"2018-01-01","53361572000162",70.25
"2018-01-01","54951561000103",84.69
"2018-01-01","61084018000103",44.24
"2018-01-01","45007937000127",408.74
"2018-01-01","00546825000106",45.69
"2018-01-01","04287927000105",534.54
"2018-01-01","07313514000146",108.18
"2018-01-01","07719948000140",333.5
"2018-01-01","01061991000266",610.55
"2018-01-01","03399195000182",974.91
"2018-01-01","69349710000128",808.81
"2018-01-01","02530487000220",48.71
"2018-01-01","07361559000196",35.14
"2018-01-01","16963311000196",38.27
"2018-01-01","",80.09
"2018-05-01","10940972000110",454.85
"2018-05-01","02530487000220",19.49
"2018-05-01","03300974004923",197.33
"2018-05-01","60909215001204",146.24
"2018-05-01","02012862000160",2020.27
"2018-05-01","01937526001218",49.12
"2018-05-01","02012862000160",4365.41
"2018-05-01","03221095000242",185.84
"2018-05-01","09383270000101",90.71
"2018-05-01","20205435000180",67.32
"2018-05-01","20802001000167",167.26
"2018-05-01","21833283000122",337.89
"2018-05-01","43599000000162",75.38
"2018-05-01","55727689000142",269.27
"2018-05-01","60909215000151",110.33
"2018-05-01","05011607000190",137.76
"2018-05-01","10490515000170",409.37
"2018-05-01","52771516000133",136.59
"2018-05-01","61618468000139",149.45
"2018-05-01","13462854000131",292.4
"2018-05-01","04341183000160",550.37
"2018-05-01","05467695000130",16.89
"2018-05-01","07575651000159",1287.02
"2018-05-01","09377324000118",30.54
"2018-05-01","26198900000189",30.93
"2018-05-01","57241705000118",24.69
"2018-05-01","57924771000192",189.84
"2018-05-01","74222464000189",205.85
"2018-05-01","12900161000110",27.29
"2018-05-01","43405679000101",23.26
"2018-05-01","02824257000193",180.24
"2018-05-01","03880558000105",350.89
"2018-05-01","07575651000159",305.73
"2018-05-01","07625555000178",116.96
"2018-05-01","14532929000176",473.05
"2018-05-01","25167333000130",361.28
"2018-05-01","54901988000199",45.26
"2018-05-01","72724826000104",62.04
"2018-05-01","02012862000160",450.15
"2018-05-01","10636091000100",337.63
"2018-05-01","59965038000141",576.86
"2018-05-01","",192.34
"2018-05-01","15403459000103",174.69
"2018-05-01","20532268000181",166.35
"2018-05-01","24261256000110",162.45
"2018-05-01","51192920000190",244.45
"2018-05-01","67373902000144",147.5
"2018-05-01","01819950000105",24.69
"2018-05-01","03399764000190",373.63
"2018-05-01","04048341000198",572.18
"2018-05-01","04307709000195",349.52
"2018-05-01","09535195000149",117.87
"2018-05-01","10247655000112",30.41
"2018-05-01","11581965000131",168.95
"2018-05-01","43991645000146",14.3
"2018-05-01","45007937000127",498.78
"2018-05-01","54867247000139",21.05
"2018-05-01","",94.87
"2018-05-01","03300974004923",43.41
"2018-05-01","00882228000152",54.32
"2018-05-01","01419689000156",97.47
"2018-05-01","09456550000194",28.88
"2018-05-01","18577814000159",220.93
"2018-05-01","22315218000178",45.43
"2018-05-01","23774819000101",122.23
"2018-05-01","43386903000165",271.81
"2018-05-01","57835977000146",127.36
"2018-05-01","59597849000137",442.3
"2018-05-01","60382819000192",155.95
"2018-05-01","60765468000107",188.05
"2018-05-01","03300974004923",91.61
"2018-05-01","07193250000134",46.65
"2018-05-01","07201070000157",424.51
"2018-05-01","09383764000188",395.02
"2018-05-01","11731701000117",644.69
"2018-05-01","54867247000139",145.55
"2018-05-01","04117553000180",265.11
"2018-05-01","05975646000108",311.9
"2018-05-01","55709760000164",214.43
"2018-05-01","",248.22
"2018-05-01","12278361000183",181.94
"2018-05-01","56729569000147",246.79
"2018-05-01","72724826000104",50.68
"2018-05-01","00876874000107",184.54
"2018-05-01","02530487000220",187.92
"2018-05-01","03830063000163",474.55
"2018-05-01","09036926000292",23.78
"2018-05-01","09541072000110",33.46
"2018-05-01","10636091000100",168.82
"2018-05-01","27181933000189",51.07
"2018-05-01","44944577000127",35.41
"2018-05-01","49889769000282",337.89
"2018-05-01","52771516000133",43.99
"2018-05-01","54867247000139",40.55
"2018-05-01","61563557000125",49.83
"2018-05-01","64683329000187",133.86
"2018-05-01","",352.19
"2018-05-01","19019787000161",75.38
"2018-05-01","65883480000121",131.32
"2018-05-01","47794086000135",319.7
"2018-05-01","66728858000185",183.24
"2018-05-01","08801746000106",61.73
"2018-05-01","09279594000196",52.63
"2018-05-01","00964208000120",1689.45
"2018-05-01","46430815000101",1681.13
"2018-05-01","07732866000306",32.68
"2018-05-01","19166638000125",25.99
"2018-05-01","46256996000100",477.59
"2018-05-01","01937526009030",51.85
"2018-05-01","02203830000141",70.05
"2018-05-01","04341874000163",23.13
"2018-05-01","10946537000100",382.08
"2018-05-01","13232868000169",286.19
"2018-05-01","27736757000102",318.4
"2018-05-01","42591651182667",21.96
"2018-05-01","49886047000193",505.54
"2018-05-01","55392153000113",410.67
"2018-05-01","60801651000102",25.99
"2018-05-01","60909215000151",118.26
"2018-05-01","61980272001242",49.1
"2018-05-01","66728858000185",106.57
"2018-05-01","72724826000104",49.77
"2018-05-01","72892813000144",530.23
"2018-05-01","",50.29
"2018-05-01","03300974004923",119.94
"2018-05-01","04772930000114",292.33
"2018-05-01","04998253000238",62.64
"2018-05-01","07039108000137",836.93
"2018-05-01","10917327000186",145.96
"2018-05-01","11309829000197",29.02
"2018-05-01","20656879000131",69.2
"2018-05-01","21206201000110",18.58
"2018-05-01","56719719000131",288.23
"2018-05-01","60496585000104",302.74
"2018-05-01","61980272001242",58.87
"2018-05-01","08250957000106",510.73
"2018-05-01","33937681000178",5699.5
"2018-05-01","47445317000103",95.52
"2018-05-01","49542608000137",35.09
"2018-05-01","49967557000195",612.61
"2018-05-01","24604174000121",264.97
"2018-05-01","47882485000158",586.79
"2018-05-01","02012862000160",4549.99
"2018-05-01","",167.65
"2018-05-01","01035844000130",58.78
"2018-05-01","04914102000173",20.01
"2018-05-01","07956403000158",517.23
"2018-05-01","09060964001252",35.97
"2018-05-01","09060964006726",29.01
"2018-05-01","11361230000100",86.32
"2018-05-01","11632215000141",68.88
"2018-05-01","14313603000158",26.0
"2018-05-01","15320413000120",189.74
"2018-05-01","21217675000167",76.29
"2018-05-01","23611803000188",54.84
"2018-05-01","23792429000164",42.63
"2018-05-01","25209675000176",19.45
"2018-05-01","42591651087834",39.51
"2018-05-01","42591651129855",28.46
"2018-05-01","47396056000170",35.09
"2018-05-01","60326717000150",136.46
"2018-05-01","62423074000198",95.65
"2018-05-01","62505847001742",234.12
"2018-05-01","62855143000132",84.47
"2018-05-01","65906679000128",38.99
"2018-05-01","67539486000101",126.71
"2018-05-01","67727560000113",97.08
"2018-05-01","71919427000136",191.69
"2018-05-01","01912390000139",124.19
"2018-05-01","12842782000195",131.13
"2018-05-01","51456283000111",74.27
"2018-05-01","02419765001087",790.04
"2018-05-01","24768053000115",508.13
"2018-05-01","24363878000150",1559.49
"2018-05-01","45011509001735",580.91
"2018-05-01","71615611000192",883.71
"2018-05-01","14335331000197",9578.57
"2018-05-01","59965038000141",251.22
"2018-05-01","71648448000164",207.93
"2018-05-01","02657319000110",200.13
"2018-05-01","18983069000148",155.95
"2018-05-01","43599000000162",135.03
"2018-05-01","54100136000100",47.84
"2018-05-01","66741679000188",115.01
"2018-05-01","00651975000180",433.41
"2018-05-01","07313514000146",353.46
"2018-05-01","16750828000105",167.59
"2018-05-01","66728858000185",250.17
"2018-05-01","09359345000100",604.3
"2018-05-01","54867247000139",97.39
"2018-05-01","56007859000187",231.87
"2018-05-01","61084018000103",119.31
"2018-05-01","61084018000103",296.71
"2018-05-01","03421317000190",288.51
"2018-05-01","11129834000118",82.26
"2018-05-01","00927143000143",87.07
"2018-05-01","04439293000169",64.98
"2018-05-01","05500372000109",20.14
"2018-05-01","10527727000185",211.66
"2018-05-01","22673137000140",239.76
"2018-05-01","62074869000138",28.59
"2018-05-01","66728858000185",337.89
"2018-05-01","10886272000194",274.86
"2018-05-01","19212922000190",365.83
"2018-05-01","21041078000124",1455.53
"2018-05-01","55392153000113",1052.66
"2018-05-01","02419765002644",439.05
"2018-05-01","02530487000220",36.39
"2018-05-01","05331411000183",31.32
"2018-05-01","07474483000105",31.12
"2018-05-01","09060964001252",32.36
"2018-05-01","09192888000186",55.01
"2018-05-01","09250970000110",94.45
"2018-05-01","13232868000169",94.87
"2018-05-01","14016195000172",49.12
"2018-05-01","17248286000121",25.34
"2018-05-01","17261661010993",116.31
"2018-05-01","22683792000189",170.93
"2018-05-01","25452680000105",710.09
"2018-05-01","27410365000140",87.12
"2018-05-01","53745303000108",102.78
"2018-05-01","54033733000151",54.06
"2018-05-01","65684037000393",60.82
"2018-05-01","05324131000148",186.49
"2018-05-01","05397406000173",243.67
"2018-05-01","05572583000149",83.17
"2018-05-01","07725657000165",15.08
"2018-05-01","08231969000185",160.5
"2018-05-01","08386496000195",68.88
"2018-05-01","08655712000150",185.84
"2018-05-01","09456704000148",210.97
"2018-05-01","09456714000183",181.63
"2018-05-01","09541072000110",38.04
"2018-05-01","10262600000181",155.2
"2018-05-01","10704319000151",163.19
"2018-05-01","15541789000165",1395.75
"2018-05-01","18166696000196",37.04
"2018-05-01","19851820000115",75.86
"2018-05-01","22683792000189",58.71
"2018-05-01","23253381000116",128.66
"2018-05-01","43963933000197",401.24
"2018-05-01","49542608000137",235.87
"2018-05-01","51483956000122",44.19
"2018-05-01","61084018000103",298.2
"2018-05-01","64115165000191",132.56
"2018-05-01","",148.8
"2018-05-01","00585773000187",53.37
"2018-05-01","03300974004923",113.79
"2018-05-01","04907334000102",136.2
"2018-05-01","09060964010162",22.61
"2018-05-01","09456714000183",36.43
"2018-05-01","10774460000120",129.57
"2018-05-01","18664325000134",36.44
"2018-05-01","24193826000182",45.62
"2018-05-01","47445317000103",63.38
"2018-05-01","54867247000139",32.81
"2018-05-01","73152423000109",46.13
"2018-05-01","05324131000148",252.12
"2018-05-01","09456714000183",421.06
"2018-05-01","01819950000105",157.25
"2018-05-01","02584924004600",335.76
"2018-05-01","05354900000150",219.07
"2018-05-01","07201070000157",72.78
"2018-05-01","10237221000131",140.09
"2018-05-01","17873751000115",138.69
"2018-05-01","18201840000188",118.26
"2018-05-01","21356135000164",51.33
"2018-05-01","22638930000108",201.43
"2018-05-01","23229844000104",51.07
"2018-05-01","23872648000153",21.81
"2018-05-01","24099048000167",40.47
"2018-05-01","43599000000162",480.84
"2018-05-01","45007937000127",884.62
"2018-05-01","45622024000110",42.81
"2018-05-01","47448840000185",51.98
"2018-05-01","58231580000108",81.74
"2018-05-01","61359691000109",38.86
"2018-05-01","61540183000203",114.56
"2018-05-01","62201405000145",115.0
"2018-05-01","64692502000103",387.27
"2018-05-01","66728858000185",120.08
"2018-05-01","67436923000161",159.85
"2018-05-01","05813004000102",233.92
"2018-05-01","06087424000111",291.11
"2018-05-01","08936656000122",81.87
"2018-05-01","44581056000152",508.85
"2018-05-01","",68.75
"2018-05-01","02967526000170",126.15
"2018-05-01","03829098000182",120.42
"2018-05-01","06988390000136",175.44
"2018-05-01","",110.46
"2018-05-01","03300974004923",162.8
"2018-05-01","07575651000159",1849.3
"2018-05-01","09456550000194",170.27
"2018-05-01","09456704000148",147.01
"2018-05-01","09456714000183",63.0
"2018-05-01","12305217000199",87.07
"2018-05-01","23400452000166",154.05
"2018-05-01","59597849000137",224.83
"2018-05-01","45927910000152",400.27
"2018-05-01","47489026000109",36.91
"2018-05-01","47882485000158",52.5
"2018-05-01","49561228000140",17.41
"2018-05-01","56971716000190",201.3
"2018-05-01","80732928002496",193.64
"2018-05-01","44993632000179",1489.08
"2018-05-01","",523.86
"2018-05-01","00014971000190",285.91
"2018-05-01","00773941000168",156.08
"2018-05-01","02996661000144",29.76
"2018-05-01","03071465000121",285.91
"2018-05-01","04431025000109",298.9
"2018-05-01","05137602000109",68.88
"2018-05-01","09399877000171",789.39
"2018-05-01","09456704000148",108.92
"2018-05-01","13232868000169",251.05
"2018-05-01","13914904000174",66.3
"2018-05-01","22477685000102",149.39
"2018-05-01","28039375000184",1321.99
"2018-05-01","43086701000106",779.75
"2018-05-01","44993632000179",88.18
"2018-05-01","47079637000189",64.98
"2018-05-01","54439138000110",166.4
"2018-05-01","61084018000103",152.44
"2018-05-01","71671069000195",66.28
"2018-05-01","61084018000103",138.07
"2018-05-01","",32.49
"2018-05-01","02012862000160",4354.97
"2018-05-01","04112505000107",108.57
"2018-05-01","04287927000105",866.01
"2018-05-01","58699232000160",218.54
"2018-05-01","61358859000161",92.2
"2018-05-01","66728858000185",229.12
"2018-05-01","02954302000124",101.37
"2018-05-01","03300974004923",38.53
"2018-05-01","09541072000110",46.98
"2018-05-01","17215024000160",176.03
"2018-05-01","55727689000142",729.06
"2018-05-01","02530487000220",39.12
"2018-05-01","03300974004923",205.67
"2018-05-01","07361559000196",101.89
"2018-05-01","07866543000135",115.66
"2018-05-01","09438123000183",24.37
"2018-05-01","09456714000183",25.34
"2018-05-01","61084018000103",470.5
"2018-05-01","65684037000393",52.5
"2018-05-01","74251513000292",90.97
"2018-08-01","10940972000110",448.12
"2018-08-01","22773852000154",302.16
"2018-08-01","52763109000184",60.18
"2018-08-01","59965038000141",816.82
"2018-08-01","62971056000140",32.06
"2018-08-01","",94.74
"2018-08-01","02012862000160",2013.4
"2018-08-01","",299.6
"2018-08-01","00319295000163",850.59
"2018-08-01","02012862000160",3041.42
"2018-08-01","02223966004020",250.56
"2018-08-01","08905210000130",123.94
"2018-08-01","24828506000151",107.74
"2018-08-01","42591651090894",40.2
"2018-08-01","46430815000101",254.08
"2018-08-01","05327487000135",430.19
"2018-08-01","09296295000160",931.26
"2018-08-01","10490515000170",403.31
"2018-08-01","11013201000140",176.69
"2018-08-01","05691015000400",164.45
"2018-08-01","06297076000107",1284.82
"2018-08-01","11384785000160",34.18
"2018-08-01","15426456000195",71.57
"2018-08-01","",251.07
"2018-08-01","01535480000158",69.14
"2018-08-01","04000911000170",48.74
"2018-08-01","05324131000148",58.26
"2018-08-01","06133855000177",179.25
"2018-08-01","07122847000198",25.35
"2018-08-01","07201070000238",191.26
"2018-08-01","07828611000171",10.24
"2018-08-01","11384785000160",151.89
"2018-08-01","13537382000139",35.21
"2018-08-01","22141392000141",84.5
"2018-08-01","25112911000131",44.17
"2018-08-01","45299104000187",121.63
"2018-08-01","56530025000151",52.37
"2018-08-01","64071269000141",44.81
"2018-08-01","02012862000160",4157.4
"2018-08-01","59965038000141",567.75
"2018-08-01","",25.61
"2018-08-01","00876874000107",153.64
"2018-08-01","04341874000163",63.63
"2018-08-01","09377324000118",23.02
"2018-08-01","09456704000148",41.87
"2018-08-01","09456714000183",45.3
"2018-08-01","30065524000121",59.98
"2018-08-01","45007937000127",655.15
"2018-08-01","57909244000109",17.92
"2018-08-01","",74.26
"2018-08-01","02530487000220",252.87
"2018-08-01","17489433000155",10.7
"2018-08-01","25167592000161",37.12
"2018-08-01","26635515000151",37.17
"2018-08-01","65684037000393",96.41
"2018-08-01","00015080000159",91.53
"2018-08-01","00944380000112",108.83
"2018-08-01","01047566000131",102.43
"2018-08-01","02105990000158",218.94
"2018-08-01","02258428000164",58.77
"2018-08-01","09456550000194",66.97
"2018-08-01","09456704000148",35.72
"2018-08-01","10218397000146",89.62
"2018-08-01","10798639000118",49.68
"2018-08-01","14081238000101",75.54
"2018-08-01","19217962000125",192.05
"2018-08-01","19519075000101",78.87
"2018-08-01","43386903000165",289.36
"2018-08-01","46759155000107",256.07
"2018-08-01","47943279000100",115.1
"2018-08-01","58699232000240",51.65
"2018-08-01","59597849000137",360.82
"2018-08-01","01884583000123",139.56
"2018-08-01","02530487000220",104.09
"2018-08-01","04666854000162",48.65
"2018-08-01","09060964010162",51.6
"2018-08-01","09814921000162",192.05
"2018-08-01","10868055000171",104.39
"2018-08-01","15725854000102",101.21
"2018-08-01","",184.37
"2018-08-01","01081574000102",174.0
"2018-08-01","04913227000189",19.08
"2018-08-01","09060964010081",72.21
"2018-08-01","12457670000110",403.31
"2018-08-01","13034570000144",460.47
"2018-08-01","46992285000195",24.08
"2018-08-01","",152.36
"2018-08-01","02530487000220",22.41
"2018-08-01","03830063000163",233.76
"2018-08-01","61586632000173",59.15
"2018-08-01","11800271832",99.87
"2018-08-01","65883480000121",89.37
"2018-08-01","",89.62
"2018-08-01","11384785000160",91.92
"2018-08-01","64563257000134",210.0
"2018-08-01","02274662000185",58.77
"2018-08-01","03471411000153",338.01
"2018-08-01","04916014000100",60.43
"2018-08-01","13884272000143",89.62
"2018-08-01","47079637000189",307.28
"2018-08-01","58699232000240",47.04
"2018-08-01","09551679000181",358.49
"2018-08-01","46256996000100",376.42
"2018-08-01","04485347000122",573.33
"2018-08-01","19795508000151",518.54
"2018-08-01","23017002000199",576.15
"2018-08-01","55392153000113",443.0
"2018-08-01","",47.92
"2018-08-01","09494734000149",13.32
"2018-08-01","10419149000163",25.61
"2018-08-01","13657070000169",52.29
"2018-08-01","53679247000142",104.74
"2018-08-01","59737841000129",273.99
"2018-08-01","02530487000220",76.82
"2018-08-01","03471411000153",473.72
"2018-08-01","08958470000174",156.2
"2018-08-01","09447557000140",48.01
"2018-08-01","18224999000118",352.09
"2018-08-01","28239857000188",364.9
"2018-08-01","33937681000178",7496.36
"2018-08-01","59597849000137",78.87
"2018-08-01","60872280000150",203.62
"2018-08-01","24604174000121",238.16
"2018-08-01","47882485000158",286.73
"2018-08-01","60724606000100",78.02
"2018-08-01","02012862000160",5490.69
"2018-08-01","59965038000141",1221.87
"2018-08-01","",151.08
"2018-08-01","04147462000197",344.35
"2018-08-01","15320413000120",179.25
"2018-08-01","24330738000185",6.49
"2018-08-01","47794086000135",599.2
"2018-08-01","",174.13
"2018-08-01","14335331000197",7698.21
"2018-08-01","",125.86
"2018-08-01","08233004000121",192.05
"2018-08-01","13232868000169",117.79
"2018-08-01","20128902000115",74.26
"2018-08-01","45619004000190",115.23
"2018-08-01","62212634000165",34.83
"2018-08-01","07313514000146",108.16
"2018-08-01","66150210000174",68.37
"2018-08-01","58699232000240",17.59
"2018-08-01","61980272001242",55.34
"2018-08-01","17547741000190",133.79
"2018-08-01","28090494000161",59.89
"2018-08-01","01619986000145",83.96
"2018-08-01","03014480000138",410.22
"2018-08-01","05815545000170",37.64
"2018-08-01","09319402000128",72.21
"2018-08-01","10527727000185",166.07
"2018-08-01","11178500000134",166.26
"2018-08-01","11384785000160",53.71
"2018-08-01","11597246000109",57.03
"2018-08-01","22673137000140",292.04
"2018-08-01","27479881000121",86.17
"2018-08-01","29983999000118",88.98
"2018-08-01","50780519000108",35.85
"2018-08-01","61365508000188",40.59
"2018-08-01","62853973000120",103.32
"2018-08-01","65735086000146",41.61
"2018-08-01","72724826000104",257.92
"2018-08-01","",329.05
"2018-08-01","01937526001218",29.96
"2018-08-01","02803835000105",27.41
"2018-08-01","04630039000143",192.69
"2018-08-01","09060964010405",40.07
"2018-08-01","10702056000141",97.52
"2018-08-01","11371541000142",150.57
"2018-08-01","43386903000165",160.57
"2018-08-01","58355009000103",14.72
"2018-08-01","58470048000143",352.09
"2018-08-01","60199288000105",181.68
"2018-08-01","61084000001930",38.86
"2018-08-01","61906087000155",29.7
"2018-08-01","62505847001742",110.49
"2018-08-01","02861822000192",225.24
"2018-08-01","03715027000159",117.79
"2018-08-01","04065352000186",42.89
"2018-08-01","04141205000148",84.9
"2018-08-01","04376212000129",48.52
"2018-08-01","04728600000121",59.92
"2018-08-01","04841117000159",29.45
"2018-08-01","05681997000106",24.33
"2018-08-01","05834355000108",38.9
"2018-08-01","09310359000210",102.43
"2018-08-01","09447557000140",109.52
"2018-08-01","09456550000194",75.98
