CNPJ,Valor_corrigido,Anomalia,Centroide,Clusters,Silhueta,Davies_Bouldin
00319295000163,2313.34,0,2313.34,8,0.7408291506259709,0.2325082525551611
00319295000163,1639.17,0,1639.17,8,0.7408291506259709,0.2325082525551611
00319295000163,1136.02,0,1103.434,8,0.7408291506259709,0.2325082525551611
00319295000163,850.59,0,840.4275,8,0.7408291506259709,0.2325082525551611
00319295000163,598.9,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,1365.78,0,1365.78,8,0.7408291506259709,0.2325082525551611
00319295000163,337.7,0,307.6166666666666,8,0.7408291506259709,0.2325082525551611
00319295000163,823.44,0,840.4275,8,0.7408291506259709,0.2325082525551611
00319295000163,273.46,0,307.6166666666666,8,0.7408291506259709,0.2325082525551611
00319295000163,311.69,0,307.6166666666666,8,0.7408291506259709,0.2325082525551611
00319295000163,947.38,1,840.4275,8,0.7408291506259709,0.2325082525551611
00319295000163,599.6,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,508.5,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,3983.25,0,3983.25,8,0.7408291506259709,0.2325082525551611
00319295000163,1100.48,0,1103.434,8,0.7408291506259709,0.2325082525551611
00319295000163,522.82,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,1185.05,0,1103.434,8,0.7408291506259709,0.2325082525551611
00319295000163,665.15,1,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,1055.79,0,1103.434,8,0.7408291506259709,0.2325082525551611
00319295000163,488.79,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,740.3,0,840.4275,8,0.7408291506259709,0.2325082525551611
00319295000163,1039.83,0,1103.434,8,0.7408291506259709,0.2325082525551611
00319295000163,597.9,0,557.4975,8,0.7408291506259709,0.2325082525551611
00319295000163,478.32,0,557.4975,8,0.7408291506259709,0.2325082525551611
00484271000240,157.52,0,151.845,7,0.6830714947889266,0.3312712115250204
00484271000240,146.17,0,151.845,7,0.6830714947889266,0.3312712115250204
00484271000240,37.72,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,37.09,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,89.2,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,109.15,1,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,125.67,0,126.575,7,0.6830714947889266,0.3312712115250204
00484271000240,45.85,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,97.84,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,64.62,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,51.49,1,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,38.87,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,98.19,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,127.48,0,126.575,7,0.6830714947889266,0.3312712115250204
00484271000240,91.2,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,23.65,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
00484271000240,10.31,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
00484271000240,60.98,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,50.71,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,107.63,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,39.24,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,36.73,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,74.0,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,90.9,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,22.02,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
00484271000240,59.06,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,228.85,0,228.85,7,0.6830714947889266,0.3312712115250204
00484271000240,34.22,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,15.65,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
00484271000240,44.92,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,27.08,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
00484271000240,96.57,0,97.585,7,0.6830714947889266,0.3312712115250204
00484271000240,62.58,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,32.59,0,40.857272727272736,7,0.6830714947889266,0.3312712115250204
00484271000240,68.99,0,65.03833333333333,7,0.6830714947889266,0.3312712115250204
00484271000240,24.25,0,20.493333333333336,7,0.6830714947889266,0.3312712115250204
01061991000266,268.92,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,610.55,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,262.04,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,229.6,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,642.5,1,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,211.6,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,119.89,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,438.57,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,202.46,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,401.2,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,403.88,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,922.79,0,1055.005,3,0.7151628808899114,0.4423493226221396
01061991000266,204.16,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,408.33,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,408.33,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,197.87,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,1187.22,0,1055.005,3,0.7151628808899114,0.4423493226221396
01061991000266,197.87,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01061991000266,378.5,0,461.48249999999996,3,0.7151628808899114,0.4423493226221396
01061991000266,27.08,0,192.14899999999997,3,0.7151628808899114,0.4423493226221396
01912390000139,170.88,0,168.16866666666672,6,0.7527211862602008,0.25506212390485533
01912390000139,337.54,0,328.50750000000005,6,0.7527211862602008,0.25506212390485533
